情感分数 = 45.979996	بىر=M=بىر ئادەمنىڭ=N=ئادەم قەلبى=N=قەلب تەبىئەت=N=تەبىئەت مۇھەببىتىگە=N=مۇھەببىتى تولغاندا=V=تول دۇنيانى=N=دۇنيا ئاجايىپ=A=ئاجايىپ گۈزەل=A=گۈزەل خۇددى=T=خۇددى قوينى=N=قوي ئىنتايىن=D=ئىنتايىن كەڭ=A=كەڭ جەننەت=N=جەننەت ھېس=N=ھېس قىلىدۇ=V=قىل تاغلارغا=N=تاغ قاراپ=V=قارا ئىرادىسى=N=ئىرادە كۈچىيىدۇ=V=كۈچەي شىلدىرلاپ=V=شىلدىرلا ئاققان=V=ئاق سۈزۈك=A=سۈزۈك سۇلارغا=N=سۇ قاراپ=V=قارا ھېسسىياتى=N=ھېسسىيات ئۇرغۇپ=V=ئۇرغۇ تاشىدۇ=V=تاش كۆپكۆك=A=كۆپكۆك ئاسماندىكى=N=ئاسمان ئاق=A=ئاق بۇلۇت=N=بۇلۇت ۋە=C=ۋە پارلاپ=N=پارلاپ تۇرغان=V=تۇر قۇياشقا=N=قۇياش قاراپ=V=قارا كۆڭلى=N=كۆڭلى يورۇپ=V=يورۇ ئەركىن=A=ئەركىن تەمكىن=A=تەمكىن جۇشقۇن=A=جۇشقۇن ساغلام=A=ساغلام بەھۇزۇرلۇق=A=بەھۇزۇر تۇيغۇغا=N=تۇيغۇ چۆمىدۇ=N=چۆم قەلبىگە=N=قەلبى خىزمەت=N=خىزمەت مۇھەببىتى=N=مۇھەببەت تولغاندا=V=تول بولسا=V=بول خىزمەتداشلىرى=N=خىزمەتداش خۇددى=T=خۇددى يېقىن=A=يېقىن تۇغقانلىرىدەك=N=تۇغقان بىلىنىپ=V=بىل ناھايىتى=D=ناھايىتى ئىجىل=N=ئىجىل ئىجىل=A=ئىجىل ئىناق=A=ئىناق بولغان=V=بول قىزغىن=A=قىزغىن مۇھىتتا=N=مۇھىت بارغانسېرى=V=بار ئىچەكىشىپ=V=ئىچەكىشىپ جانلىنىپ=V=جانلان كېتىدۇ=V=كەت ئەتراپتىكى=N=ئەتراپ ھەممە=P=ھەممە نەرسە=N=نەرسە شۇنداق=P=شۇنداق يېقىملىق=A=يېقىملىق تۇيۇلۇپ=V=تۇي ئۆزىنى=P=ئۆز ئازادە=A=ئازادە يېنىك=A=يېنىك ھېس=N=ھېس قىلىپ=V=قىل راھەت=N=راھەت بۆشۈكىدە=N=بۆشۈك غەمسىز=A=غەمسىز ئەلەيلىنىدۇ=V=ئەلەيلەن
情感分数 = -15.155003	يىگىت=N=يىگىت بۇنى=P=بۇ بىلىپ=V=بىل قاتتىق=A=قاتتىق ئاچچىقلاندى=V=ئاچچىقلا پۈتۈن=A=پۈتۈن دەردىنى=N=دەرد ھاراقتىن=N=ھاراق ئېلىپ=V=ئال كۈنبويى=N=كۈنبوي مەست=A=مەست يۈرىدىغان=V=يۈر بولىۋالدى=V=بولىۋال مىجەزىمۇ=N=مىجەز تەرسالىشىپ=A=تەرسا باشقىلارنىڭ=P=باشقا ياخشى=A=ياخشى كۆڭۈللۈك=A=كۆڭۈللۈك بىلەن=R=بىلەن قىلغان=V=قىل نەسىھىيىتىگە=N=نەسىھەت قۇلاق=N=قۇلاق سالمىدى=V=سال ئۇزۇن=A=ئۇزۇن ئۆتمەي=V=ئۆت قاتتىق=A=قاتتىق ئاغرىپ=V=ئاغرى قالدى=V=قال قىز=N=قىز كېچە=N=كېچە كۈندۈز=N=كۈندۈز ئۇنىڭ=P=ئۇنىڭ ھالىدىن=N=ھال خەۋەر=N=خەۋەر ئالدى=N=ئال
情感分数 = -15.0	ئەمدى=D=ئەمدى تەقدىرىم=N=تەقدىر پۈتۈنلەي=D=پۈتۈنلەي نابۇت=A=نابۇت بولدى=V=بول مەن=P=مەن نېمىدېگەن=D=نېمىدېگەن ئىرادىسىز=A=ئىرادىسىز نېمىدېگەن=D=نېمىدېگەن بەختسىز=A=بەختسىز ئەمدى=D=ئەمدى قانداقمۇ=P=قانداقمۇ قىلارمەن=V=قىل ؟=N=؟
情感分数 = -14.865002	قارا=A=قارا كۈنلەرنىڭ=N=كۈن ئۇ=P=ئۇ بىر=M=بىر جۈپ=Q=جۈپ مەسۇم=A=مەسۇم قۇربانى=N=قۇربانى سېنى=P=سىنى قانچە=P=قانچە ئاچچىق=A=ئاچچىق ھەسرەتكە=N=ھەسرەت چوڭقۇر=A=چوڭقۇر مەيۈسلۈككە=A=مەيۈسلۈك چەكسىز=A=چەكسىز قايغۇغا=N=قايغۇ سالسا=V=سال ئۇلارنىڭ=P=ئۇلار قاتىلى=N=قاتىل شۇ=P=شۇ ئىپلاس=A=ئىپلاس تىكەن=N=تىكەن سېنى=P=سىنى شۇنچە=P=شۇنچە تىنچسىزلاندۇرار=V=تىنىچسىز غەزەپلەندۈرەر=V=غەزەپلەن كايىتار=V=كايى
情感分数 = 14.42	ياشلىق=A=ياشلىق باھارىنى=N=باھار بىرەر=M=بىرەر ئەرزىگۈدەك=V=ئەرزى ئىش=N=ئىش ئەمگەك=N=ئەمگەك بىلەن=R=بىلەن ئۆتكۈزۈشكە=V=ئۆت مۇيەسسەر=N=مۇيەسسەر قىلغان=V=قىل كۈنلەرنى=N=كۈن ۋە=C=ۋە شۇنداق=P=شۇنداق كۈنلەردە=N=كۈن بىللە=D=بىللە بولغان=V=بول سەپداشلارنى=N=سەپداش ئەسلەش=V=ئەسلە كۆڭۈلگە=N=كۆڭۈل نەقەدەر=D=نەقەدەر ھۇزۇر=N=ھۇزۇر بېغىشلايدۇ=V=بېغىشلا
情感分数 = 14.14	روھلۇق=A=روھلۇق جۇشقۇن=A=جۇشقۇن ھالىتىمىز=N=ھالەت ئەڭ=D=ئەڭ يۇقىرى=A=يۇقىرى ماھارىتىمىز=N=ماھارەت بىلەن=C=بىلەن ئۇنى=P=ئۇ خۇشال=A=خۇشال قىلايلى=V=قىل ئۇنىڭ=P=ئۇنىڭ كۆڭلىگە=N=كۆڭلى تەسەللىي=A=تەسەللىي بىرەيلى=V=بىرەي
情感分数 = 14.0	سىزنى=P=سىز قىزغىن=A=قىزغىن تەبرىكلەيمەن=V=تەبرىكلە سۆيۈملۈكۈم=A=سۆيۈملۈك دېدى=V=دە ئۇنىڭ=P=ئۇنىڭ ئايالى=N=ئايال چۇيۈفاڭ=N=چۇيۈفاڭ مۇلايىملىق=A=مۇلايىملىق بىلەن=R=بىلەن خۇداغا=N=خۇدا مىڭ=M=مىڭ قەتلە=N=قەتلە شۈكرى=N=شۈكرى سىزنىڭ=P=سىز ئەمگىكىڭىز=N=ئەمگەك بىكارغا=A=بىكار كەتمەپتۇ=V=كەت
情感分数 = -14.0	يارەببىم=E=يارەببىم بۇ=P=بۇ نېمىدېگەن=D=نېمىدېگەن دەھشەت=A=دەھشەت نېمىدېگەن=D=نېمىدېگەن شۇملۇق=A=شۇملۇق ياۋۇزلۇق=A=ياۋۇزلۇق !=N=!
情感分数 = 13.56	ۋاڭ=N=ۋاڭ لېچۈەن=N=لېچۈەن كۆرۈشۈشتە=V=كۆرۈشۈش مۇنداق=P=مۇنداق دېدى=V=دە شىنجاڭنىڭ=N=شىنجاڭ كۆمۈر=N=كۆمۈر بايلىقى=N=بايلىق ئىنتايىن=D=ئىنتايىن مول=A=مول ئاپتونوم=N=ئاپتونوم رايونىمىزنىڭ=N=رايون كۆمۈر=N=كۆمۈر بايلىقىنى=N=بايلىق چارلاش=V=چارلا سالمىقىنىڭ=N=سالماق تېزلىتىلىشىگە=V=تېزلىتىلىش ئەگىشىپ=V=ئەگەش يېقىندا=A=يېقىندا تۇرپان=N=تۇرپان قۇمۇل=N=قۇمۇل كۆمۈرلۈكىدىن=N=كۆمۈرلۈك بايلىق=N=بايلىق بايقالغانلىقتەك=V=بايقالغان كىشىنى=N=كىشى ھاياجانلاندۇرىدىغان=V=ھاياجان خۇشخەۋەرلەر=A=خۇشخەۋەر تارقالدى=V=تارقا
情感分数 = -13.435001	خۇدايىم=N=خۇدا ھەي=Y=ھەي ئۇلۇغ=A=ئۇلۇغ خۇدايىم=N=خۇدا پولونى=N=پولو ئېچىپ=V=ئاچ قاپتۇ=V=قال دېسەم=V=دە ئۇنىماي=V=ئۇنا ئۆزى=P=ئۆز بېرىپ=V=بار يەنە=D=يەنە ھۆركىرەشكە=V=ھۆركىرەش يۈزى=N=يۈزى قانداق=P=قانداق چىدايدىغاندۇ=V=چىدا ماۋۇ=P=ماۋۇ سەت=A=سەت ساراڭنىڭ=A=ساراڭ ۋۇ=N=ۋۇ يۈزىدە=N=يۈزى تۈكى=N=تۈك بار=A=بار سېرىق=A=سېرىق ئىت=N=ئىت !=N=!
情感分数 = -13.43	غېنى=N=غېنى باتۇر=A=باتۇر كۆنەس=N=كۆنەس تۆتە=N=تۆتە داۋىنىدىن=N=داۋان ھارغىن=A=ھارغىن روھىي=A=روھىي چۈشكۈن=A=چۈشكۈن ناھايىتى=D=ناھايىتى خاپا=A=خاپا ھالدا=N=ھال پارتىزانلىرىنى=N=پارتىزان باشلاپ=V=باشلا قايتىپ=V=قايت كەلدى=V=كەل جالاپ=A=جالاپ خوتۇننىڭ=N=خوتۇن بالىلىرى=N=بالا ھىيلىگەرلىك=A=ھىيلىگەر قىلىپ=V=قىل كۆچۈۋاتقان=V=كۆچ مالچىلارنىڭ=N=مالچى قىياپىتىگە=N=قىياپەت كىرىۋاپتۇ=V=كىر
情感分数 = 13.280001	ئۇلار=P=ئۇلار تولىمۇ=D=تولىمۇ غەيرەت=A=غەيرەت جاسارەتلىك=A=جاسارەتلىك پەم=N=پەم پاراسەتلىك=A=پاراسەتلىك ئىنساپ=N=ئىنساپ دىيانەتلىك=A=دىيانەتلىك كىشلەر=N=كىشى بۇلۇپ=V=بول دادىسى=N=دادا مۇسا=N=مۇسا باينىڭ=A=باي ياخشى=A=ياخشى تەربىيىسىدە=N=تەربىيە ئۆسۈپ=V=ئۆس يىتىلگەندى=V=يىتىلگەن
情感分数 = 13.14	شۇڭلاشقا=C=شۇڭلاشقا ئۇلۇغ=A=ئۇلۇغ جۇڭخۇانىڭ=N=جۇڭخۇا ئارامبەخش=A=ئارامبەخش ئىللىق=A=ئىللىق قوينىداپەرزەنتلىرى=V=قوينىداپەرزەنتلىرى بارچە=P=بارچە مىللەتلەر=N=مىللەت ئىجىل=A=ئىجىل ئىناق=A=ئىناق بولۇشۇپ=V=بول ئويۇل=A=ئويۇل تاشتەك=N=تاش ئويۇشۇپ=V=ئويۇش بەخت=N=بەخت بۆشۈكىدە=N=بۆشۈك راھەتلىنىپ=V=راھەتلەن ھايات=N=ھايات پەيزىنى=N=پەيزى سۈرمەكتە=V=سۈر
情感分数 = 13.139999	بىردە=M=بىر چۆگىلەپ=V=چۆگىلەپ بىردە=M=بىر ئېگىلىپ=V=ئەگ ئۆزىنىڭ=P=ئۆز تېتىك=A=تېتىك ۋە=C=ۋە چاققان=A=چاققان ھەرىكەتلىرى=N=ھەرىكەت بىلەن=R=بىلەن يايلاق=N=يايلاق قىزلىرىنىڭ=N=قىز ئۆزگىچە=A=ئۆزگىچە ئالاھىدىلىكلىرىنى=A=ئالاھىدىلىك نامايەن=D=نامايەن قىلىۋاتاتتى=V=قىل ئۇلار=P=ئۇلار قىران=A=قىران بۈركۈت=N=بۈركۈت ئۇلار=N=ئۇلار چەبدەس=A=چەبدەس ئات=N=ئات ئۇلار=N=ئۇلار مۇشۇ=P=مۇشۇ تۇپراقنىڭ=N=تۇپراق ئوغۇل=N=ئوغۇل قىزلىرى=N=قىز
情感分数 = -12.860001	بۇ=P=بۇ مۇسىبەت=N=مۇسىبەت بىز=P=بىز ئۈچۈن=C=ئۈچۈن ئادەتتىكى=N=ئادەتتىكى بىر=M=بىر ئۆلۈم=N=ئۆلۈم خەۋىرى=N=خەۋەر بولماستىن=V=بول بەلكى=C=بەلكى پۈتكۈل=A=پۈتكۈل خەلقىمىزنى=N=خەلق قايغۇغا=N=قايغۇ سالىدىغان=V=سال يوقىتىش=V=يوقا خاراكتېرلىك=A=خاراكتېرلىك بىر=M=بىر ئېغىرمىللىي=A=ئېغىرمىللىي مۇسىبەتتۇر=N=مۇسىبەت
情感分数 = -12.860001	ئەسىرنىڭ=N=ئەسىر دەسلىپىدە=N=دەسلىپىدە جاھانگىرلارنىڭ=A=جاھانگىر تاجاۋۇز=A=تاجاۋۇز قىلىپ=V=قىل بوزەك=A=بوزەك قىلىشى=V=قىل ۋە=C=ۋە فېئودال=A=فېئودال مۇستەبىت=N=مۇستەبىت ھاكىمىيەتنىڭ=N=ھاكىمىيەت چىرىك=A=چىرىك ۋە=C=ۋە ئىقتىدارسىزلىقى=A=ئىقتىدارسىزلىق سەۋەبىدىن=N=سەۋەب جۇڭگو=N=جۇڭگو زېمىندا=N=زېمىن مۇشتۇمزورلار=A=مۇشتۇمزور ھۆكۈم=N=ھۆكۈم سۈرۈپ=V=سۈر جۇڭخۇا=N=جۇڭخۇا مىللەتلىرى=N=مىللەت ئېغىر=A=ئېغىر زۇلۇمغا=N=زۇلۇم ئۇچرىدى=V=ئۇچرا
情感分数 = -12.580001	ئۇ=P=ئۇ خاتىرىسىنى=N=خاتىرە ئاچتى=V=ئاچ ئۇيقۇ=N=ئۇيقۇ ئۆلۈمنىڭ=N=ئۆلۈم مۇقەددىمىسىدۇر=N=مۇقەددىمە نادانلىق=A=نادانلىق بىزنى=P=بىز توخۇ=N=توخۇ دان=N=دان چاچقاندەك=V=چاچ چېچىپ=V=چاچ تاشلاپ=V=تاشلا ئىستىبداتقا=N=ئىستىبدات قۇل=N=قۇل قىلىپ=V=قىل بەرمەكتە=V=بەر بىز=P=بىز ھازىر=D=ھازىر ئۆز=P=ئۆز بېشىمىزدا=N=باش ئۆزىمىز=P=ئۆز ياڭاق=N=ياڭاق چېقىپ=V=چاق مېغىزىنى=N=مېغىز زالىملارغا=A=زالىم يېگۈزىدىغان=V=يە ئۆز=P=ئۆز گۆشىمىزنى=N=گۆش ئۆز=P=ئۆز يېغىمىزدا=N=ياغ قورۇپ=V=قورۇ قازان=N=قازان كاۋاپ=N=كاۋاپ بىلەن=R=بىلەن ئىستىبداتچىلارنى=N=ئىستىبداتچى باقىدىغان=V=باق بىچارە=A=بىچارە ساھىبخانغا=N=ساھىبخان ئايلىنىپ=V=ئايلان قالدۇق=V=قال
