情感分数 = 13.280001	ۋاھ=E=ۋاھ بەك=D=بەك ياخشى=A=ياخشى يېزىپسىز=V=يېزىش تېخمۇ=D=تېخ كۆپ=A=كۆپ مۇشۇنداق=P=مۇشۇ ياخشى=A=ياخشى ماقالىلارنى=N=ماقالە ۋە=R=ۋە ئۇچۇرلارنى=N=ئۇچۇر ئەۋەتىپ=V=ئەۋەت تورداشلارنىڭ=N=تورداش قىزغىنلىقىنى=N=قىزغىن ئاشۇرۇشىڭىزنى=V=ئاشۇر ئۈمىد=N=ئۈمىد قىلىمەن=V=قىل
情感分数 = 6.0	ئانا=N=ئانا بۇلار=P=بۇ مەن=P=مەن تەشنا=A=تەشنا بولغان=V=بول ئانىلىق=A=ئانىلىق مېھرىڭىزنى=N=مېھر ئۇنتۇشىڭىزغا=N=ئۇنتۇش باھانە=N=باھانە بولالمايدىغۇ=V=بول
情感分数 = 6.0	پاھ=E=پاھ پاھ=E=پاھ بۇ=P=بۇ يەرگە=N=يەر بىر=M=بىر قانچە=P=قانچە يېزا=N=يېزا بەھرىمان=A=بەھرىمان بولغىدەك=V=بول تازا=D=تازا چوڭ=A=چوڭ سۇ=N=سۇ ئامبىرى=N=ئامبار قۇرۇلۇپتۇدە=V=قۇرۇل
情感分数 = 5.99	قەدىمىي=A=قەدىمىي مىسىرلىقلار=N=مىسىر ھەقىقەتەن=D=ھەقىقەت قالتىسكەن=A=قالتىس
情感分数 = 5.2799997	پاھ=E=پاھ بۇ=P=بۇ گۈل=N=گۈل نېمىدېگەن=D=نېمە چىرايلىق=A=چىرايلىق ئېچىلىپ=V=ئېچىل كەتكەن=V=كەت ھە=T=ھە
情感分数 = 5.14	دوستۇم=N=دوست خاتىرجەم=A=خاتىرجەم ياتقىن=N=ياتقان روھىڭ=N=روھ قورۇلمىسۇن=V=قورۇل ھەر=P=ھەر دائىم=D=دائىم ئەسلەپ=V=ئەسلە تۇرىمەن=V=تۇر
情感分数 = 5.14	بارىكاللا=E=بارىكاللا ئوغلۇمنىڭ=N=ئوغول مەردانلىقىغا=V=مەردانە ئاپىرىن=E=ئاپىرىن
情感分数 = 5.14	ياخشى=A=ياخشى شىئىر=N=شىئىر جانغا=N=جان ھۇزۇر=N=ھۇزۇر بېغىشلايدىكەن=N=بېغىشلا دېگىنە=V=دە
情感分数 = 5.14	جېنىم=N=جان دوستۇم=N=دوست ئون=M=ئون گۈلۈڭنىڭ=N=گۈل بىرسىمۇ=M=بىر ئېچىلمايلا=V=ئاچ كەتتىڭ=V=كەت دە=T=دە
情感分数 = 5.14	ھەي=E=ھەي كەلمىگەن=V=كەل تەلەيدە=N=تەلەي ئاناڭنىڭ=N=ئانا ھەققى=N=ھەققى بارمىدى=V=بار
情感分数 = 5.14	مۇبارەك=N=مۇبارەك ناملىرىنى=N=نام كۆپ=A=كۆپ ئاڭلىغان=V=ئاڭلا بۈگۈن=M=بۈگۈن بۇ=P=بۇ يەردە=N=يەر ئەجەبمۇ=D=ئەجەب ئوبدان=A=ئوبدان ئۇچرىشىپ=V=ئۇچرا قالدۇق=V=قال
情感分数 = 5.14	ماختىنىشقا=V=ماختا ھەققىمىز=N=ھەققى بار=A=بار سادىقكا=N=سادىقكا بىزنىڭ=P=بىز كوپىراتىپ=V=كوپىراتىپ ۋىلايەت=N=ۋىلايەت بۇيىچە=N=بۇيى مول=A=مول ھوسۇل=N=ھوسۇل ئالدى=N=ئال
情感分数 = 5.14	راستتىنلا=D=راست تاتلىقكەن=A=تاتلىق يەيلى=V=يە ئالدىمىزغا=N=ئالدى كەلگەن=V=كەل رىزىقنى=N=رىزىق يېمەسلىك=V=يېمەسلىك ئەخلاق=N=ئەخلاق جۈملىسىدىن=N=جۈملە ئەمەس=V=ئەمەس
情感分数 = 5.14	بۇ=P=بۇ قېتىمقى=A=قېتىم سۆھبەتنىڭ=N=سۆھبەت مۇنداق=P=مۇنداق ياخشى=A=ياخشى ئۈنۈم=N=ئۈنۈم ھاسىل=N=ھاسىل قىلىشىنى=V=قىل ھەقىقەتەن=D=ھەقىقەت ئويلاپ=V=ئويلا باقماپتىكەنمىز=V=باق
情感分数 = 5.0	نېمىدېگەن=E=نېمىدېگەن چىرايلىق=A=چىرايلىق كېچە=N=كېچە
情感分数 = 5.0	بۈگۈن=N=بۈگۈن ئەجەپ=D=ئەجەپ ياخشى=A=ياخشى كۈن=N=كۈن بولدىھە=V=بولدى
情感分数 = 5.0	سىز=P=سىز بەك=D=بەك ياخشى=A=ياخشى ئادەم=N=ئادەم ئىكەنسىز=V=ئىكەن
情感分数 = 5.0	بۇ=P=بۇ يازمىڭىزنى=N=يازما كۆرۈپ=V=كۆر بەك=D=بەك خوشال=A=خوشال بولدۇم=V=بول
情感分数 = 5.0	ۋوي=E=ۋوي بەك=D=بەك ياخشى=A=ياخشى بولدى=V=بول
情感分数 = 5.0	ئۇھوي=E=ئۇھوي چېن=N=چېن دوختۇر=N=دوختۇر ناھايىتى=D=ناھايىتى ياخشى=A=ياخشى بىر=M=بىر قىز=N=قىز بىلەن=R=بىلەن ئارىلىشىۋاپتۇ=V=ئارىلاش
情感分数 = 5.0	ھەئە=E=ھەئە ئەجەپ=D=ئەجەپ ياخشى=A=ياخشى بولدى=V=بول ئۇنى=P=ئۇ ماڭا=V=ماڭا ئەۋەتىپ=V=ئەۋەت بىرەلەرسىزمۇ=V=بەر ؟=N=؟
情感分数 = 5.0	بۈگۈن=M=بۈگۈن ئەجەپ=D=ئەجەپ ياخشى=A=ياخشى كۈن=N=كۈن بولدى=V=بول ھە=T=ھە
情感分数 = 5.0	سىز=P=سىز ئىنگلىزچىنى=N=ئىنگلىزچە بەك=D=بەك ياخشى=A=ياخشى سۆزلەيدىكەنسىز=V=سۆزلە
情感分数 = 5.0	دوستۇم=N=دوست سوۋغا=N=سوۋغا قىلغان=V=قىل بۇ=P=بۇ قونچاق=N=قونچاق بەكمۇ=D=بەك چىرايلىق=A=چىرايلىق ئىكەن=V=ئىكەن
情感分数 = 5.0	سىزنىڭ=P=سىز بۇ=Y=بۇ ئىشقا=N=ئىش ھەمكارلاشقىنىڭىز=V=ھەمكارلاش ناھايىتى=D=ناھايىتى ياخشى=A=ياخشى بولدى=V=بول
情感分数 = 5.0	دوستۇم=N=دوست بىلەن=R=بىلەن بىللە=D=بىللە بازار=N=بازار ئايلىنىپ=V=ئايلان شۇنداق=P=شۇنداق چىرايلىق=A=چىرايلىق چاپاندىن=N=چاپان بىرنى=M=بىر سېتىۋالدىم=V=سات
情感分数 = 5.0	ۋاي=E=ۋاي ۋۇي=E=ۋۇي تازا=D=تازا ئوخشاپتۇ=V=ئوخشا بۇ=P=بۇ بۇغداي=N=بۇغداي
情感分数 = 5.0	بۇ=P=بۇ يىل=N=يىل بۇغدايلار=N=بۇغداي بەك=D=بەك ئوخشاپتۇ=V=ئوخشا ھە=T=ھە
情感分数 = 5.0	ھويلىدىكى=N=ھويلا گۈلسامساقلار=N=گۈلسامساق بەك=D=بەك خۇشپۇراق=A=خۇشپۇراق پۇرىقى=N=پۇراق ئۆيگىمۇ=N=ئۆي كىرىپتۇ=V=كىر
情感分数 = 5.0	بۈگۈن=M=بۈگۈن تۇرمۇش=N=تۇرمۇش قايناملىرىغا=N=قاينام ئاجايىپ=A=ئاجايىپ يېڭى=A=يېڭى سۇئاللارنى=N=سۇئال قويغان=V=قوي كۈنۈڭ=N=كۈن
情感分数 = 5.0	بۇ=P=بۇ يەرنىڭ=N=يەر مەنزىرىسى=N=مەنزىرە بەك=D=بەك گۈزەل=A=گۈزەل ئىكەن=V=ئىكەن
情感分数 = 5.0	شەھەرنى=N=شەھەر بېسىۋالىدىغان=V=باس پەيت=N=پەيت كەپتۇ=V=كەپ جۇمۇ=T=جۇمۇ ناھايىتى=D=ناھايىتى توغرا=A=توغرا ئويلاپسەن=V=ئويلا غېنىكا=N=غېنىكا بۇ=P=بۇ پىكرىمىزنى=N=پىكر پاتىخكامغا=N=پاتىخكا دەيلى=V=دە
情感分数 = 4.5699997	ئۇنىڭغا=P=ئۇ كىچىككىنە=A=كىچىك ياردەم=N=ياردەم قىلغىنىمىز=V=قىل ئۈچۈن=C=ئۈچۈن شۇنچە=P=شۇنچە كۆپ=A=كۆپ رەھمەتلەرگە=N=رەھمەت سازاۋەر=N=سازاۋەر بولدۇق=V=بول
情感分数 = 4.2799997	مانا=P=مانا ئەمدى=D=ئەمدى زامانغا=N=زامان لايىق=A=لايىق ياشاي=V=ياشا دەپسىز=V=دە بۇرۇتىڭىزنىڭ=N=بۇرۇت ياراشقىنىچۇ=V=ياراش تېخى=D=تېخى
情感分数 = 4.2799997	بۇ=P=بۇ يېڭى=A=يېڭى بىر=M=بىر يىلدا=N=يىل ھەممىڭلارنىڭ=P=ھەممە ماڭغان=V=مەن ئىزىدىن=N=ئىز قىزىل=A=قىزىل گۈللەر=N=گۈل پورەكلەپ=V=پورەكلە ئېچىلغاي=V=ئېچىل
情感分数 = 4.14	بۇ=P=بۇ چۆلنى=N=چۆل باغۇبوستانلىققا=N=باغۇبوستان ئايلاندۇرۇپ=V=ئايلان راسا=D=راسا كۆڭۈلدىكىدەك=N=كۆڭۈلدىكى زور=A=زور ئىش=N=ئىش قىلىپسىلەر=V=قىل
情感分数 = 4.14	پاھ=E=پاھ بۇ=P=بۇ شەھەردە=N=شەھەر نېمىدېگەن=E=نېمىدېگەن چىرايلىق=A=چىرايلىق ئىمارەتلەر=N=ئىمارەت قۇرۇلۇپ=V=قۇر كەتكەن=V=كەت
情感分数 = 4.13	نېمىدېگەن=D=نېمە زور=A=زور ئۆزگىرىش=V=ئۆزگەر بۇ=P=بۇ يېزام=N=يېزا مانا=P=مانا ئەمدىلىكتە=D=ئەمدە راستتىنلا=D=راستت بەخت-شادلىقىغا=N=بەخت-شادلىق تولغان=V=تول قىزدەك=N=قىز تېخىمۇ=D=تېخىمۇ گۈزەللىشىپ=V=گۈزەل كېتىپتۇ=V=كەت
情感分数 = 4.0	مەن=P=مەن سەن=P=سەن ئويلىغاندەك=V=ئويلا خائىن=A=خائىن ئەمەس=V=ئەمەس
情感分数 = 4.0	پاھ=E=پاھ تازا=D=تازا ۋاقتىدا=N=ۋاقتى مېھمان=N=مېھمان بولۇپ=V=بول كەپتىمەن=V=كەل دە=T=دە
情感分数 = 4.0	پەزىلەت=N=پەزىلەت سىزگە=P=سىز خۇشخەۋەر=N=خۇشخەۋەر ئېيتايمۇ=N=ئېيت ؟=N=؟
情感分数 = 4.0	مەن=P=مەن بۇ=P=بۇ خەۋەرگە=N=خەۋەر يىل=N=يىل ئاخىرىدا=D=ئاخىرى قەلەم=N=قەلەم ھەققىنى=N=ھەققى ئوبدان=A=ئوبدان ھېسابلاش=V=ھېسابلا كېرەك=A=كېرەك دەپ=V=دە ماۋزۇ=N=ماۋزۇ قويۇلغانلىقىدىن=V=قوي مەمنۇن=N=مەمنۇن ئەلۋەتتە=T=ئەلۋەتتە
情感分数 = 4.0	ئوھۇي=E=ئوھۇي ئىززەت=N=ئىززەت بۇ=P=بۇ تەرەپلەرگە=N=تەرەپ كېلىشكىمۇ=V=كەل ۋاقتىڭىز=N=ۋاقت يېتىدىكەن=V=يەت ھە=T=ھە ؟=N=؟
情感分数 = 4.0	يېشىل=A=يېشىل يايلاق=N=يايلاق كۆپكۆك=A=كۆپكۆك ئاسمان=N=ئاسمان سالقىن=A=سالقىن ھاۋا=N=ھاۋا ئەجەب=D=ئەجەب جانغا=N=جان راھەت=A=راھەت ھە=T=ھە
情感分数 = 4.0	بىزنىڭ=P=بىز مول=A=مول ھوسۇل=N=ھوسۇل ئالغىنىمىز=V=ئال پۈتۈن=A=پۈتۈن يېزىغا=N=يىزا كۆرۈنۈپ=V=كۆر تۇرسۇن=V=تۇر
情感分数 = 4.0	ئۇ=P=ئۇ نېمانچە=D=نېمانچە كېلىشكەن=A=كېلىشكەن ئەخلاقلىق=A=ئەخلاقلىق بالىدۇ=N=بالا ھە=T=ھە
情感分数 = 4.0	سەن=P=سەن بۇ=P=بۇ يىل=N=يىل ياشقا=N=ياش كىردىڭ=V=كىر ئاشۇنداق=P=ئاشۇنداق ياشىغان=V=ياشا ئۆمرۈڭگە=N=ئۆمۈر ئۆكۈنمەمسەن=V=ئۆكۈن ؟=N=؟
情感分数 = 4.0	پاھ=E=پاھ قوللىرىڭىز=N=قول نېمانچە=D=نېمانچە چاققان=A=چاققان
情感分数 = 4.0	ۋاھ=E=ۋاھ ئۇنىڭ=P=ئۇنىڭ مەتبۇئاتلاردا=N=مەتبۇئات چىقىۋاتقان=V=چىق تەرجىمىلىرى=N=تەرجىمە ئېغىز=N=ئېغىز تىلىغا=N=تىل شۇنچىلىك=P=شۇنچە يېقىن=A=يېقىن بىر-بىرىدىن=N=بىر-بىرى تېتىملىق=A=تېتىملىق
情感分数 = 4.0	تۇغۇلغان=V=تۇغۇل كۈنۈڭگە=N=كۈن مۇبارەك=A=مۇبارەك بولسۇن=V=بول دوستۇم=N=دوست
情感分数 = 4.0	ئېتىزنىڭ=N=ئېتىز ئايدىڭ=A=ئايدىڭ كېچىلىرى=N=كېچە نېمدېگەن=D=نېمدېگەن چىرايلىق=A=چىرايلىق
情感分数 = 4.0	بارىكاللا=E=بارىكاللا ئوغلۇمنىڭ=N=ئوغلۇم مەردانىلىقىغا=A=مەردانىلىق ئاپىرىن=E=ئاپىرىن
情感分数 = 4.0	قىزغىن=A=قىزغىن كۈتۈۋالغىنىڭىزغا=V=كۈت رەھمەت=A=رەھمەت
情感分数 = 4.0	دوستۇم=N=دوستۇم ھەممە=P=ھەممە ئىشلىرىڭىز=N=ئىش كۆڭۈلدىكىدەك=N=كۆڭۈلدىكى بولغاي=V=بول
情感分数 = 4.0	بۇ=P=بۇ ياخشى=A=ياخشى ئەھۋال=N=ئەھۋال چۈنكى=R=چۈنكى مېنىڭچە=P=مەن جۇڭگو=N=جۇڭگو ھازىر=D=ھازىر بۈيۈك=A=بۈيۈك دەۋرگە=N=دەۋر قەدەم=N=قەدەم قويۇش=V=قوي مەزگىلىدە=N=مەزگىل تۇرماقتا=V=تۇر
情感分数 = 4.0	شۇ=P=شۇ يالقۇنلۇق=A=يالقۇن مىنۇتلارنىڭ=N=مىنۇت شادلىق=N=شادلىق ھىسلىرىنى=N=ھىس ئېيتايمۇ=V=ئېيت ؟=N=؟
情感分数 = 3.9899998	جۇڭگولۇقلار=N=جۇڭگولۇق ھەقىقەتەن=D=ھەقىقەت قالتىسكەن=A=قالتىس
情感分数 = 3.9899998	ۋاي=E=ۋاي ۋۇي=E=ۋۇي بۇ=P=بۇ گۈللەر=N=گۈل بەك=D=بەك چىرايلىقكەن=A=چىرايلىق
情感分数 = 3.9899998	بۇ=P=بۇ گۈللەر=N=گۈل بەك=D=بەك چىرايلىقكەن=A=چىرايلىق
情感分数 = 3.42	ھىلى=N=ھىل ئەزىزەنى=N=ئەزىزە سۆيۈمەن=V=سۆي دەيسىز=V=دە ھىلى=N=ھىل پەرىزاتنى=N=پەرىزات سۈيمەن=V=سۆي دەيسىز=V=دە ؟=N=؟
情感分数 = 3.28	بۇ=P=بۇ قېتىمقى=A=قېتىم ئوقۇش=N=ئوقۇ مۇكاپاتىغا=N=مۇكاپات ئىرىشكىنىمدىن=V=ئىرىشىش بەكمۇ=D=بەك خۇشال=A=خۇشال بولدۇم=V=بول
情感分数 = 3.2799997	مەن=P=مەن راستلا=A=راست بىرىنچى=M=بىرىنچى بولدۇمما=V=بول مەن=P=مەن نىمىدىگەن=D=نىمە بەخىتلىك=A=بەخىت ھە=T=ھە
情感分数 = 3.2799997	سىز=P=سىز ماڭا=P=ماڭا ياردەملەشسىڭىز=V=ياردەم نېمىدېگەن=E=نېمە ياخشى=A=ياخشى بولاتتى=V=بول
情感分数 = 3.2799997	كۈلسىڭىز=V=كۈل بەك=D=بەك چىرايلىق=A=چىرايلىق بولۇپ=V=بول كېتىسىز=V=كەت ھە=T=ھە ؟=N=؟
情感分数 = 3.1399999	ۋاھ=E=ۋاھ بۇ=P=بۇ كېمە=N=كېمە ھەقىقەتەن=D=ھەقىقەت چوڭ=A=چوڭ ئىكەن=V=ئىكەن
情感分数 = 3.1399999	شۇنداقلا=N=شۇنداق دىگەن=V=دە گېپىڭ=N=گەپ بىلەن=C=بىلەن مېنىڭ=P=مېنىڭ نەچچە=P=نەچچە يىللىق=A=يىللىق ئەقىدەمنى=N=ئەقىدە بىر=M=بىر تىيىنغا=N=تىيىن ئالغۇسىز=A=ئالغۇسىز قىلىۋەتمەكچىمىتتىڭ=V=قىلىۋەتمەكچى ئۇنداق=P=ئۇنداق ئاسان=A=ئاسان ئىش=N=ئىش يوق=V=يوق
情感分数 = 3.1399999	ياخشى=A=ياخشى مەن=P=مەن بۈگۈن=M=بۈگۈن سېنى=P=سەن باشقىدىن=P=باشتىن تونۇدۇم=V=تونۇ ئۇكام=N=ئۇكا ئەر=N=ئەر يىگىت=N=يىگىت مۇشۇنداق=P=مۇشۇنداق بولۇش=V=بول كېرەك=A=كېرەك
情感分数 = 3.1399999	قۇربان=N=قۇربان ھېيتىڭىزغا=N=ھېيت مۇبارەك=A=مۇبارەك بولسۇن=V=بول
情感分数 = 3.1399999	پاھ=E=پاھ راستىنلا=A=راس كۆز=N=كۆز مونچاق=N=مونچاق ئېسىپ=V=ئاس قويغۇدەك=V=قوي گۈزەل=A=گۈزەل بولۇپ=V=بول كېتىپسىز=V=كەت جۇمۇ=T=جۇمۇ
情感分数 = 3.1399999	ئېھ=I=ئېھ گۈزەل=A=گۈزەل شىنجاڭ=N=شىنجاڭ مەن=P=مەن سىنى=N=سەن سۈيىمەن=V=سۆي
情感分数 = 3.1399999	ئىشلىرىڭىزغا=N=ئىش ئۇتۇق=A=ئۇتۇق تىلەيمىز=V=تىلە
情感分数 = 3.1399999	تانسىنى=N=تانسا ياخشى=A=ياخشى ئوينايدۇ=V=ئوينا دەپلا=V=دە كۆڭلۈم=N=كۆڭۈل خالىمىغان=V=خالا قىزنى=N=قىز تانسىغا=N=تانسا تارتىشىم=V=تارت زۆرۈرمۇ=N=زۆرۈر ؟=N=؟
情感分数 = 3.1399999	گۈزەل=A=گۈزەل مىنۇتلارنى=N=مىنۇت ئۆتكۈزۈشىڭىزگە=V=ئۆتكۈز تىلەكداشمەن=V=تىلەكداش
情感分数 = 3.0	چۈشۈمدە=N=چۈشۈم سەن=P=سەن رەھمەتلىك=A=رەھمەتلىك شۇنداق=P=شۇنداق كۈلۈپ=V=كۈل تۇراتتىڭ=V=تۇر
