情感分数 = 20.0	ئاتا=N=ئاتا ئەڭ=D=ئەڭ تونۇشلۇق=A=تونۇشلۇق ۋە=C=ۋە ئەڭ=D=ئەڭ ئۇلۇغ=A=ئۇلۇغ ئانا=N=ئانا بولسا=V=بول ئەڭ=D=ئەڭ تەلەپچان=A=تەلەپچان ۋە=C=ۋە ئەڭ=D=ئەڭ مېھرىبان=A=مېھرىبان
情感分数 = 12.0	بۇ=P=بۇ ئۆمرىمدە=N=ئۆمۈر كۆرگەن=V=كۆر ئەڭ=D=ئەڭ ياخشى=A=ياخشى لىكسىيە=N=لىكسىيە  ئەڭ=D=ئەڭ ياخشى=A=ياخشى تەربىيە=N=تەربىيە 
情感分数 = 12.0	ئەرەبچە=N=ئەرەب ئېلىپبەدىن=N=ئېلىپبە ساۋات=N=ساۋات بۇ=P=بۇ ئەپ=N=ئەپ ناھايىتى=D=ناھايىتى قولايلىق=A=قولايلىق ۋە=C=ۋە ياخشى=A=ياخشى ئىشلەنگەن=V=ئىشلە بولۇپ=V=بول بالىلارغا=N=بالا بەكراق=D=بەك ماس=A=ماس كېلىدۇ=V=كەل ۋە=C=ۋە ئىشلەتكەن=V=ئىشلە سېرى=Q=سار قىززىقىشىنى=V=قىززىقىش ئاشۇرۇپ=V=ئاش بارىدۇ=V=بار 
情感分数 = 12.0	ئاللاھ=N=ئاللاھ خالىسا=V=خالا سەنمۇ=P=سەنمۇ چوقۇم=D=چوقۇم بىرىنچى=M=بىرىنچى بولالايسەن=V=بول تېخىمۇ=D=تېخىمۇ تىرىشقىن=V=تىرىش تىنىڭ=N=تەن سالامەت=A=سالامەت بولغاي=V=بول ئۈگۈنۈشۈڭ=N=ئۈگۈنۈش تېخىمۇ=D=تېخىمۇ ئۇتۇقلۇق=A=ئۇتۇقلۇق بولغاي=V=بول
情感分数 = 11.85	نەقەدەر=D=نەقەدەر يېقىملىق=A=يېقىملىق نەقەدەر=D=نەقەدەر تاتلىقسەن=N=تاتلىق ئەي=N=ئەي قۇرئانىم=N=قۇرئان 
情感分数 = 11.42	دوستۇم=N=دوست  مەن=P=مەن باھارغا=N=باھار ئاشىقمەن=N=ئاشىق  چۈنكى=C=چۈنكى ئۇ=P=ئۇ قەلىبلەرگە=N=قەلىب ئۈمىد=N=ئۈمىد چىرىغى=N=چىراغ يېقىپ=V=ياق  ئالەمنى=N=ئالەم گۈزەل=A=گۈزەل كۆرسىتەلەيدۇ=V=كۆر  يازنىڭ=N=ياز مەدىتىدە=N=مەدەت كۈزنىڭ=N=كۈز مول–ھوسۇل=N=مول–ھوسۇل ۋېسالىغا=N=ۋېسال يېتىشكە=V=يەت ئۈندەيدۇ=V=ئۈندە
情感分数 = 11.28	ئېھ=I=ئېھ  دوستلىرىم=N=دوست  بۈگۈنكىدەك=N=بۈگۈنكى ئۆملۈك=N=ئۆملۈك ئىچىدە=N=ئىچى نورۇز=N=نورۇز بايرىمىنى=N=بايرام كۈتىۋىلىش=V=كۈت نەقەدەر=D=نەقەدەر كۆڭۈللۈك=A=كۆڭۈللۈك ھە=T=ھە ؟=N=؟
情感分数 = 11.139999	ھەممە=P=ھەممە يوقىلىدىغان=V=يوق كۈندە=N=كۈن مەن=Y=مەن سەن=P=سەن بىلەن=R=بىلەن بىللە=D=بىللە بولىمەن=V=بول مەن=P=مەن نەقەدەر=D=نەقەدەر بەخىتلىك=A=بەخىتلىك مەن=P=مەن نەقەدەر=D=نەقەدەر خوش=A=خوش
情感分数 = 11.139999	نورۇزىڭلارغا=N=نورۇز مۇبارەك=N=مۇبارەك بولسۇن=V=بول دوستلار=N=دوست ھەممىمىزگە=P=ھەممە يىڭىچە=A=يىڭىچە بەخت=N=بەخت يىڭىچە=A=يىڭىچە نەتىجە=N=نەتىجە ھەم=C=ھەم ساغلاملىق=A=ساغلاملىق ئاتا=N=ئاتا قىلسۇن=V=قىل
情感分数 = 11.0	ئەڭ=D=ئەڭ ياخشى=A=ياخشى نەسىھەت=N=نەسىھەت ياخشى=A=ياخشى ئۆرنەك=N=ئۆرنەك بولۇشتۇر=V=بول !=N=!
情感分数 = 11.0	لېكىن=C=لېكىن مۇشۇنداق=P=مۇشۇنداق بىر=M=بىر قالتىس=A=قالتىس جەمەتتە=N=جەمەت بۇ=P=بۇ دۇنياغا=N=دۇنيا ئاپىرىدە=N=ئاپىرىدە بولغىنىمدىن=V=بول ئۆزۈمنى=P=ئۆز تولىمۇ=D=تولىمۇ بەختلىك=A=بەختلىك ھەم=C=ھەم پەخىرلىك=A=پەخىرلىك ھېس=N=ھېس قىلىمەن=V=قىل
情感分数 = 11.0	ە=V=ە ئۇنىڭ=P=ئۇنىڭ خاراكتېرىدىكى=N=خاراكتېر سېھرى=N=سېھرى كۈچ=N=كۈچ ئۇنى=P=ئۇن ئالاھىدە=D=ئالاھىدە قايىل=A=قايىل ھەم=C=ھەم مايىل=A=مايىل قىلغان=V=قىل
情感分数 = 11.0	ياخشى=A=ياخشى تورىنىڭ=N=تور يېڭى=A=يېڭى باش=N=باش بېتى=N=بەت پەيزى=A=پەيزى بوپتۇ=V=بول  كۆزنەك=N=كۆزنەك نىڭ=X=نىڭ مىترو=N=مىترو ئۇسلۇبىدەك=N=ئۇسلۇب ھەرخىل=P=ھەرخىل رەڭدە=N=رەڭ بولسا=V=بول تېخىمۇ=D=تېخىمۇ پەيزى=A=پەيزى بولىدىغاندەك=V=بول ھېس=N=ھېس قىلدىم=V=قىل
情感分数 = 11.0	ئېسىل=A=ئېسىل ھەم=C=ھەم قىممىتى=N=قىممەت چەكسىز=A=چەكسىز سوۋغات=N=سوۋغات !=N=!
情感分数 = 11.0	بەك=D=بەك پەيزى=A=پەيزى توپتىن=N=توپ بىرسى=M=بىر كىردى=V=كىر ئوغلانىمىز=N=ئوغلان مىرەخمەتجان=N=مىرەخمەتجان سولدىن=N=سول بىر=M=بىر ياردەمچى=N=ياردەمچى پاس=N=پاس تاشلىدى=V=تاشلا بۇ=P=بۇ توپنى=N=توپ نومۇر=N=نومۇر كاللا=N=كاللا بىلەن=R=بىلەن كىرگۈزدى=V=كىر يارايسەن=A=يارايسەن ئوغلان=N=ئوغلان !=N=!
情感分数 = 10.28	قارلۇقتا=N=قارلۇق داستان=N=داستان ئوقۇغان=V=ئوقۇ سەنئەتكارلار=N=سەنئەتكار خەلق=N=خەلق داستانلىرىنى=N=داستان قوغداش=V=قوغدا ھەممىمىزنىڭ=P=ھەممە مۇقەددەس=A=مۇقەددەس بۇرچى=N=بۇرچ ئۈرۈمچى=N=ئۈرۈمچى كەچلىك=A=كەچلىك گېزىتى=N=گېزىت يىل=N=يىل ئىيۇن=N=ئىيۇن
情感分数 = 10.28	شۇ=P=شۇ گۈزەل=A=گۈزەل زۇۋاننى=N=زۇۋان بەرگەن=V=بەر رەھمەت=N=رەھمەت ئىگىسىگە=N=ئىگە مىڭ=M=مىڭ تەسەننا=A=تەسەننا شۈكرىلەر=A=شۈكرى بولسۇنكى=V=بول پەرىز=N=پەرەز ئىبادەتلەرگە=N=ئىبادەت لايىق=A=لايىق تەربىيەلىلىگەن=V=تەربىيەلە پەدەرلىرىمگە=N=پەدەر تەشەككۈر=A=تەشەككۈر !=N=!
情感分数 = 10.279999	كۆپىنچە=D=كۆپىنچە ھاللاردا=N=ھال پروگراممېرلار=N=پروگراممېر يازغۇچىلىق=N=يازغۇچىلىق بىلەن=R=بىلەن شۇغۇللانسا=V=شۇغۇللان ناھايىتى=D=ناھايىتى ياخشى=A=ياخشى نەرسىلەرنى=N=نەرسە يازالايدۇ=V=ياز  چۈنكى=C=چۈنكى ئۇلارنىڭ=P=ئۇلار لوگىكىلىق=A=لوگىكىلىق تەپەككۈرى=N=تەپەككۈر ئالاھىدە=D=ئالاھىدە تەرەققىي=A=تەرەققىي قىلغان=V=قىل بولىدۇ=V=بول 
情感分数 = 10.14	ئۆزبىكلەرنىڭ=N=ئۆزبېك ئاتاقلىق=A=ئاتاقلىق سەنئەت=N=سەنئەت ئۇستازى=N=ئۇستاز شىرئەلى=N=شىرئەل جۇرايىفنىڭ=N=جۇرايىف ئەيا=N=ئەيا ساقى=N=ساقى دېگەن=V=دە ناخشىسىنى=N=ناخشا تولىمۇ=D=تولىمۇ ياقتۇرۇپ=V=ياقتۇر قالدىم=V=قال نەچچە=P=نەچچە ئاڭلىسام=V=ئاڭلا يەنە=D=يەنە شۇنچە=P=شۇنچە ئاڭلىغۇم=V=ئاڭلا كېلىدۇ=V=كەل قېنى=N=قېنى سىلەرمۇ=P=سىلەر ئاڭلاپ=V=ئاڭلا بېقىڭىلار=N=باق ياقتۇرساڭلار=V=ياقتۇر باشقىلارغىمۇ=N=باشقا تەۋسىيە=N=تەۋسىيە قىلىڭلار=V=قىل
情感分数 = 10.139999	ئۇيغۇر=N=ئۇيغۇر راستىنلا=A=راس ھەممە=P=ھەممە كىشىنىڭ=N=كىشى ھەۋىسىنى=N=ھەۋەس كەلتۈرىدىغان=V=كەل ئاجايىپ=A=ئاجايىپ خىسلەتلىك=A=خىسلەتلىك مىھرىبان=A=مىھرىبان قەۋىم=N=قەۋم 
情感分数 = 10.0	بىز=P=بىز بىلگەجانغا=V=بىلگەجانغا تەشەككۈر=A=تەشەككۈر ئېيتىش=V=ئېيت بىلەن=C=بىلەن بىرگە=M=بىرگە ئۇنىڭ=P=ئۇنىڭ ئىلمىي=A=ئىلمىي ئىزدىنىش=V=ئىزدە مۇساپىسىگە=N=مۇساپە خۇددىي=N=خۇددىي شۆھرەت=N=شۆھرەت ئاكىمىزغا=N=ئاكا ئوخشاش=A=ئوخشاش يۈكسەك=A=يۈكسەك مەنزىللەرنى=N=مەنزىل ئارمان=N=ئارمان قىلىمىز=V=قىل 
情感分数 = 10.0	ئەڭ=D=ئەڭ بەخىتلىك=A=بەخىتلىك ئادەم=N=ئادەم ھەممە=P=ھەممە نەرسىگە=N=نەرسە ئىگە=N=ئىگە بولغان=V=بول ئادەم=N=ئادەم ئەمەس=V=ئەمەس  ئۇلار=N=ئۇلار ھەممە=P=ھەممە نەرسىنى=N=نەرسە ئەڭ=D=ئەڭ ياخشى=A=ياخشى قىلىش=V=قىل ئۈچۈن=C=ئۈچۈن تېرشىدىغانلاردۇر=V=تېرش
情感分数 = 10.0	نۇرغۇن=A=نۇرغۇن ياخشى=A=ياخشى تېمىلار=N=تېما چىقىۋاتىدۇ=V=چىق  بۇنىڭدىن=P=بۇنىڭ تولىمۇ=D=تولىمۇ خۇرسەن=A=خۇرسەن بولدۇم=V=بول 
情感分数 = 10.0	مەن=Y=مەن ئۆزۈم=P=ئۆز ھېس=N=ھېس قىلغان=V=قىل يېڭى=A=يېڭى نەرسىلەرنى=N=نەرسە ۋە=C=ۋە پىكىرلىرىمنى=N=پىكىر ئۆزۈم=P=ئۆز ئەڭ=D=ئەڭ ياخشى=A=ياخشى كۆرىدىغان=V=كۆر كىشىللىرىم=N=كىشى بىلەن=R=بىلەن ئورتاقلىشىشنى=V=ئورتاقلىشىش بەكمۇ=D=بەك ياخشى=A=ياخشى كۆرىمەن=V=كۆر بۇ=P=بۇ مەن=Y=مەن ئۈچۈن=C=ئۈچۈن ھەم=C=ھەم بىر=M=بىر ھوزۇر=A=ھوزۇر
情感分数 = 10.0	ھەجەپ=D=ھەجەپ پەيزى=A=پەيزى چىقىپتۇ=V=چىق ھەققىقەتەن=V=ھەققىقەتەن بەك=D=بەك ياخشى=A=ياخشى ئىشلىنىپتۇ=V=ئىشلەن
情感分数 = 10.0	يەنە=D=يەنە شۇ=P=شۇ ئاپتۇبۇس=V=ئاپتۇبۇس  شوپۇر=N=شوپۇر ياشلار=N=ياش چامىسىدىكى=N=چامىسىدىكى بىر=M=بىر ھەدەش=N=ھەدەش بولۇپ=V=بول  ئۇنىڭ=P=ئۇنىڭ ماشىنا=N=ماشىنا ھەيدەش=V=ھەيدە تېخنىكىسى=N=تېخنىكا قالتىس=A=قالتىس ئىدى=V=ئىدى لېكىن=C=لېكىن ماڭا=P=ماڭ ئەڭ=D=ئەڭ تەسىر=N=تەسىر قىلغىنى=V=قىل يەنىلا=D=يەنىلا بۇ=P=بۇ ھەدەشنىڭ=N=ھەدەش خىزمەت=N=خىزمەت كەيپىياتى=N=كەيپىيات بولدى=V=بول  ھەدەشنىڭ=N=ھەدەش دېيىشىچە=V=دە ئۇ=P=ئۇ بۇ=Y=بۇ خىزمەتنى=N=خىزمەت قىلىۋاتقىلى=V=قىل يىلدىن=N=يىل ئېشىپتۇ=V=ئاش  بىراق=C=بىراق ئۇ=P=ئۇ خۇددى=T=خۇددى بۈگۈن=N=بۈگۈن ئىشقا=N=ئىش چۈشكەندەك=V=چۈش شۇنچىلىك=P=شۇنچىلىك قىزغىن=A=قىزغىن  خۇشال=A=خۇشال ئىدى=V=ئىدى
情感分数 = 9.28	يېڭى=A=يېڭى گۈدۈكنى=N=گۈدۈك ئىشلىتىپ=V=ئىشلە سۆرەت=N=سۆرەت تىزلىشىپ=V=تىزلىشىپ قالغاندەك=V=قال بىلىندى=V=بىل  تېخىمۇ=D=تېخىمۇ ياخشى=A=ياخشى بولىشىغا=V=بول تىلەكداشمەن=V=تىلەكداش 
情感分数 = 9.14	ئىككى=M=ئىككى ئاكامنىڭ=N=ئاكا ئىككى=M=ئىككى ئوماق=A=ئوماق قىزى=N=قىزى  خۇدايىم=N=خۇدا ساق=A=ساق سالامەت=A=سالامەت چوڭ=A=چوڭ بولۇشقا=V=بول نىسىپ=A=نىسىپ قىلسۇن=V=قىل ئوماقلانى=A=ئوماق
情感分数 = 9.139999	سىز=P=سىز بىلەن=R=بىلەن بۇ=P=بۇ يەردە=N=يەردە جەم=N=جەم بولغىنىمدىن=V=بول خۇشالمەن=A=خۇشال يۇقاپ=V=يۇقاپ كەتمەي=V=كەت ئىسىل=A=ئىسىل دۇردانىلەردىن=A=دۇردانە يوللاپ=V=يوللا تۇرۇڭ=V=تۇر
情感分数 = 9.0	ۋىكىپېدىيەگە=N=ۋىكىپېدىيە ئوخشاش=A=ئوخشاش باشقىلارمۇ=A=باشقا تەھرىرلىيەلەيدىغان=V=تەھرىرلە  ھەممەيلەن=M=ھەممەيلەن تەڭ=A=تەڭ تەرەققىي=A=تەرەققىي قىلدۇرغىلى=V=قىل بولىدىغان=V=بول ھالەتكە=N=ھالەت كەپتۇ=V=كەل  مۇشۇ=P=مۇشۇ ھالىتىدىن=N=ھالەت بەكرەك=D=بەك خۇش=A=خۇش بولدۇم=V=بول 
情感分数 = 9.0	مىكروبىلوگ=N=مىكروبىلوگ بۇ=P=بۇ جىددىي=A=جىددىي رەۋىشتىكى=N=رەۋىش تۇرمۇشتا=N=تۇرمۇش ئۇچۇرغا=N=ئۇچۇر ئېرىشىش=V=ئېرىش ۋە=C=ۋە ئېلان=N=ئېلان قىلىشنىڭ=V=قىل ئەڭ=D=ئەڭ ياخشى=A=ياخشى ۋاسىتىسى=N=ۋاسىتە مەنچە=P=مەن قارلۇق=N=قارلۇق گۈدۈككە=N=گۈدۈك تېخىمۇ=D=تېخىمۇ كۈچىسە=V=كۈچە توغرا=A=توغرا
情感分数 = 9.0	ۋاھ=E=ۋاھ نېمىدېگەن=E=نېمىدېگەن ياخشى=A=ياخشى سىنغا=N=سىن ئېلىپ=V=ئال بىزلەرنىمۇ=N=بىز خەۋەردار=N=خەۋەردار قىلىدىغانسىلەر=V=قىل
情感分数 = 9.0	ھاراق=N=ھاراق بىزنىڭ=P=بىز روھىيىتىمىزنى=N=روھىيەت چىرىتىپ=V=چىرىت ھەق-ناھەقنى=N=ھەق-ناھەق ئايرىماس=V=ئايرى پايدا=N=پايدا زىياننى=N=زىيان بايقىماس=V=بايقا قىلىپ=V=قىل قويىدۇ=V=قوي ئەڭ=D=ئەڭ مۇھىمى=A=مۇھىم ئۇ=N=ئۇ بىزنى=P=بىز ئىمان=N=ئىمان ئېتىقادىمىزدىن=N=ئېتىقاد يىراقلاشتۇرىدۇ=V=يىراقلاش
情感分数 = 9.0	قارلۇقنىڭ=N=قارلۇق بۇنى=P=بۇ لاھىيلىگىنى=V=لاھىيلە ناھايىتى=D=ناھايىتى ياخشى=A=ياخشى بولۇپتۇ=V=بول بىلوگ=N=بىلوگ بىلەن=R=بىلەن مىكرو=A=مىكرو بىلوگنى=N=بىلوگ مۇجەسسەملەشتۈرگىنى=V=مۇجەسسەملەشتۈر كىشىنى=N=كىشى راستتىنلا=D=راستتىنلا قايىل=A=قايىل قىلىدۇ=V=قىل
情感分数 = 9.0	نەقەدەر=E=نەقەدەر توغرا=N=توغرا پاساھەت=A=پاساھەت بىلەن=R=بىلەن ئېيتلىغان=V=ئېيت ھە=T=ھە !=N=!
情感分数 = 9.0	يېڭى=A=يېڭى باش=N=باش بەت=N=بەت بۇرۇنقىدىن=A=بۇرۇنقى تېخىمۇ=D=تېخىمۇ كۆركەم=A=كۆركەم ئازادە=A=ئازادە ھېس=N=ھېس بېرىدۇ=V=بەر 
情感分数 = 9.0	ۋاي=E=ۋاي ۋۇينىڭ=N=ۋۇي خەت=N=خەت نۇسخىسىنىمۇ=N=نۇسخا ئەلكاتىپ=N=ئەلكاتىپ تور=N=تور خەت=N=خەت نۇسخىسىغا=N=نۇسخا تەڭشىسەك=V=تەڭشە تېخىمۇ=D=تېخىمۇ گۈزەل=A=گۈزەل بولاركەن=V=بول قانداق=P=قانداق دېمىدىم=V=دە
情感分数 = 9.0	ئەجەپ=D=ئەجەپ ياخشى=A=ياخشى دىيىلگەن=V=دە گەپكەن=N=گەپ  ھەرقېتىم=P=ھەرقېت ئوقسام=V=ئوقۇ باشقىچە=D=باشقىچە بوپ=V=بول كىتمە=V=كەت
情感分数 = 8.99	ھازىرلا=D=ھازىرلا قېرىنداشلىرىمىز=N=قېرىنداش ئىشلىگەن=V=ئىشلە كۆزنەك=N=كۆزنەك 3.0=N=3.0 تور=N=تور كۆرگۈسىنى=N=كۆرگۈ ئىشلىتىپ=V=ئىشلەت كۆرۈپ=V=كۆر باقتىم=V=باق  بەك=D=بەك ياخشى=A=ياخشى ئىشلىنىپتۇ=V=ئىشلەن  بەك=D=بەك سۆيۈندۈم=V=سۆيۈن 
情感分数 = 8.99	بەك=D=بەك قىزىقكەن=A=قىزىق ئوقۇپ=V=ئوقۇ بەك=D=بەك كۈلىۋەتتىم=V=كۈل
情感分数 = 8.99	نەچچە=P=نەچچە كۈنلۈك=A=كۈنلۈك ساندان=N=ساندان رەتلەش=V=رەتلە جەريانىدا=N=جەريان ئۇيغۇر=N=ئۇيغۇر تىلىنىڭ=N=تىل ھەقىقەتەن=D=ھەقىقەتەن پاساھەتلىكلىكىنى=A=پاساھەتلىك تېخىمۇ=D=تېخىمۇ چوڭقۇر=A=چوڭقۇر تونۇپ=V=تونۇ يەتتىم=V=يەت 
情感分数 = 8.559999	ھەممەيلەن=M=ھەممەيلەن بىرلىكتە=N=بىرلىكتە ئۆگىنىپ=V=ئۆگەن بىر=M=بىر گۈزەل=A=گۈزەل ئۆگىنىش=V=ئۆگەن مۇھىتى=N=مۇھىت يارىتايلى=V=يارات ئىدىيمىزدە=N=ئىدىيە ئاقارتىش=V=ئاقارتىش ئېلىپ=V=ئال بارايلى=V=بار بىزگە=P=بىز ئۆگىنىش=V=ئۆگەن ياغدەك=A=ياغدەك تۇزدەك=A=تۇزدەك زۆرۈر=A=زۆرۈر
