情感分数 = 25.56	دوستۇم=N=دوست مەن=P=مەن باھارغا=N=باھار ئاشىقمەن=V=ئاشىق چۈنكى=C=چۈنكى ئۇ=P=ئۇ قەلىبلەرگە=N=قەلىب ئۈمۈت=N=ئۈمۈت چىرىغى=N=چىراغ يېقىپ=V=يېقىپ ئالەمنى=N=ئالەم گۈزەل=A=گۈزەل كۆرسىتەلەيدۇ=V=كۆر يازنىڭ=N=ياز مەدىتىدە=N=مەدىتى كۈزنىڭ=N=كۈز مول=A=مول ھوسۇل=N=ھوسۇل ۋېسالىغا=N=ۋېسال يېتىشكە=V=يەت ئۈندەيدۇ=V=ئۈندە ئېھ=I=ئېھ دوستلىرىم=N=دوست بۈگۈنكىدەك=N=بۈگۈنكى ئۆملۈك=N=ئۆملۈك ئىچىدە=N=ئىچى نورۇز=N=نورۇز بايرىمىنى=N=بايرام كۈتىۋىلىش=V=كۈتىۋىلىش نەقەدەر=D=نەقەدەر كۆڭۈللۈك=A=كۆڭۈللۈك ھە=T=ھە
情感分数 = 17.0	ئاتائەڭ=D=ئاتائەڭ تونۇشلۇق=A=تونۇشلۇق ۋە=C=ۋە ئەڭ=D=ئەڭ ئۇلۇغ=A=ئۇلۇغ ئانا=N=ئانا بولسا=V=بول ئەڭ=D=ئەڭ تەلەپچان=A=تەلەپچان ۋە=C=ۋە ئەڭ=D=ئەڭ مېھرىبان=A=مېھرىبان
情感分数 = 17.0	ناھيايىتى=D=ناھايىتى ياخشى=A=ياخشى يىزىلىپتۇ=V=ياز تىلى=N=تىل راۋان=A=راۋان مەزمۇنى=N=مەزمۇن مول=A=مول ئاددى=A=ئاددى تىل=N=تىل بىلەن=R=بىلەن چوڭقۇر=A=چوڭقۇر مەنالارنى=N=مەنا ئولتۇرغا=N=ئولتۇر قويۇپسىز=V=قويۇپسىز بارىكاللا=A=بارىكاللا سىزگە=P=سىز يېڭى=A=يېڭى يىلدا=N=يىل يېڭى=A=يېڭى نەتىجىلەر=N=نەتىجە سىزگە=P=سىز يار=N=يار بولسۇن=V=بول
情感分数 = -16.720001	لالما=A=لالما ئىتلار=N=ئىت كەلدى=V=كەل ئەخلەت=A=ئەخلەت يۈندىلار=A=يۈندا ئارىسىدا=N=ئارا پۇرىدى=V=پۇرا لاغايلاپ=A=لاغايلاپ يۈردى=V=يۈر ئادەملەر=N=ئادەم شۇنچىلىك=P=شۇنچە بىغەم=A=بىغەم بوپ=V=بوپ كەتكەنكى=V=كەت ئۇلارنى=P=ئۇلار ھەيدىۋىتىش=V=ھەيدە خىيالىغىمۇ=N=خىيال كەلمىدى=V=كەل ھالا=T=ھالا بۈگۈنكە=N=بۈگۈن كۈنگە=N=كۈن كەلگەندە=V=كەل لالما=A=لالما ئىتلار=N=ئىت پاچاققا=N=پاچاق ئېسىلدى=V=ئېسىلدى
情感分数 = -16.720001	مۇشۇ=P=مۇشۇ پىلانلىق=A=پىلانلىق تۇغۇت=N=تۇغۇت خىزمىتىدە=N=خىزمەت ئىشلەيدىغانلارنىڭ=V=ئىشلە قىلمىشى=N=قىلمىش ئوچۇقتىن=A=ئوچۇق ئوچۇق=A=ئوچۇق ئىنسانىيەتكە=N=ئىنسانىيەت قىلغان=V=قىل بىر=M=بىر ئەشەددىي=A=ئەشەددىي جىنايەتتۇر=N=جىنايەت ئەڭ=D=ئەڭ ئەقەللىي=A=ئەقەللىي بولغان=V=بول ئەۋلاد=N=ئەۋلاد قالدۇرۇش=V=قال ھوقوقىمىزمۇ=N=ھوقوق چەكلىنىۋاتسا=V=چەكلەن ھەتتا=C=ھەتتا ئايلىق=A=ئايلىق بولغان=V=بول ھامىلىغىمۇ=N=ھامىلە ئىبلىس=A=ئىبلىس قولىنى=N=قول سۇنۇپ=V=سۇن تىخى=N=تىخى تۇغۇلماي=V=تۇغۇل تۇرۇپلا=V=تۇر ئۆلۈپ=V=ئۆل كىتىشىگە=V=كىتىش ئاساسلىق=A=ئاساس سەۋەبچى=N=سەۋەب بولۇۋاتىدۇ=V=بول
情感分数 = -16.295	يالغانچىلىققا=A=يالغان بانا=N=بانا سەۋەپ=N=سەۋەپ كۆرسىتىپ=V=كۆر ئاقلاش=V=ئاقلا ئىدىيىسى=N=ئىدىيە يوقالمىغۇچە=V=يوقال يالغانچىلىقنىڭ=A=يالغان تۈگىمىكى=V=تۈگەش تەس=A=تەس ئومۇمى=A=ئومۇم جەمىيەتتە=N=جەمىيەت چۈشكۈنلۈكنىڭ=A=چۈشكۈن چىرىكلىكنىڭ=A=چىرىكلىك ئەۋىج=N=ئەۋىج ئېلىشى=V=ئال ۋە=C=ۋە بەخىتسىزلىك=A=بەخىتسىز خاتىرجەمسىزلىك=A=خاتىرجەمسىز ھىسسىياتىنىڭ=N=ھىسسىيات كۆپىيىپ=A=كۆپ كىتىشىنىڭ=V=كەت ئەڭ=D=ئەڭ چوڭ=A=چوڭ سەۋەبى=N=سەۋەب يەنىلا=D=يەنە يالغانچىلىق=A=يالغان ۋە=C=ۋە سەمىمىيەتسىزلىككە=A=سەمىمىيەتسىز تاقىلىدۇ=V=تاقىلش
情感分数 = 16.14	ئالامەت=A=ئالامەت يېقىشلىق=A=يېقىشلىق يۇمۇرلۇق=A=يۇمۇرلۇق تېما=N=تېما بۇپتۇ=V=بۇپتۇ تېما=N=تېما ئىگىسى=N=ئىگە قەلەم=N=قەلەم قۇۋىتىڭىزغا=N=قۇۋەت بارىكاللا=A=بارىكاللا بەك=D=بەك ياخشى=A=ياخشى يىزىپسىزجۇمۇ=V=ياز نەچچە=P=نەچچە كۈلۈپ=V=كۈل نەچچە=P=نەچچە توختاپ=V=توختا ئاران=D=ئاران ئۇقۇپ=V=ئۇقۇ تۈگەتتىم=V=تۈگە
情感分数 = 16.14	چى=N=چى يىللىرى=N=يىل ئۇ=P=ئۇ ئۇرۇنلىغان=V=ئۇرۇنلا زەپمۇ=D=زەپمۇ چىرايلىق=A=چىرايلىق كەلدى=V=كەل باھار=N=باھار گۈزەل=A=گۈزەل ئارزۇ=N=ئارزۇ قەھرىمانلىق=A=قەھرىمانلىق مىدالى=N=مىدال كېلىن=N=كېلىن بولسا=V=بول قەن=N=قەن بولسا=V=بول شا=N=شا ئىر=N=ئىر قەلبى=N=قەلب بادام=N=بادام دوپپا=N=دوپپا قاتارلىق=R=قاتارلىق ئېسىل=A=ئېسىل نادىر=A=نادىر ناخشىلىرىنى=N=ناخشا ھازىرمۇ=D=ھازىر يا=N=يا قتۇرۇپ=N=قتۇرۇپ ئا=N=ئا ڭلايمەن=N=ڭلايمەن
情感分数 = 16.0	قار=N=قار قۇياشنىڭ=N=قۇياش مەڭزىگە=N=مەڭزى سۆيۈپ=V=سۆي قويالىغانلىقى=V=قوي ئۈچۈن=C=ئۈچۈن شۇنچە=D=شۇنچە گۈزەل=A=گۈزەل ۋە=C=ۋە شۇنچە=D=شۇنچە يېقىشلىق=A=يېقىشلىق مەن=P=مەن قاردىنمۇ=V=قار ئوماق=A=ئوماق ۋە=C=ۋە ئۇنىڭدىنمۇ=P=ئۇ گۈزەل=A=گۈزەل ھارارەتلىك=A=ھارارەتلىك چۈنكى=C=چۈنكى مېنىڭ=P=مەن قۇياشتىنمۇ=N=قۇياش ھارارەتلىك=A=ھارارەتلىك ئانام=N=ئانا بار=A=بار
情感分数 = 15.700001	قارلۇق=N=قارلۇق شىركىتىنىڭ=N=شىركەت روھلان=N=روھلان تور=N=تور بېكىتىدە=N=بېكەت ئۆتكۈزۈلگەن=V=ئۆت ئانا=N=ئانا تىلدە=N=تىل دەرسلىك=N=دەرسلىك تۈزۈش=V=تۈز مۇسابىقىسىنى=N=مۇسابىقە تەشۋىقات=N=تەشۋىقات جەھەتتىن=N=جەھەت قوللىغانلىقىغا=N=قوللا چىن=A=چىن دىلىمىزدىن=N=دىل رەھمەت=A=رەھمەت ئېيتىمىز=V=ئېيت مائارىپنى=N=مائارىپ قوللىغان=V=قوللا شىركەتىرىمىز=N=شىركەت شەخىسلىرىمىزنىڭ=N=شەخىس ئىشلىرىغا=N=ئىش زور=A=زور ئۇتۇق=A=ئۇتۇق تىلەيمىز=V=تىلە
情感分数 = 15.42	بۇ=P=بۇ ھىكايىنى=N=ھىكايە ئوقۇپ=V=ئوقۇ زور=A=زور مەنىۋى=A=مەنىۋى زوق=A=زوق ئالدىم=V=ئال پىشقەدەن=A=پىشقەدەم ئاخباراتچى=N=ئاخباراتچى تەرجىمان=N=تەرجىمان راخمانجان=N=راخمانجان رۇسۇل=N=رۇسۇل سۇلتانى=N=سۇلتانى نىڭ=X=نىڭ تېنىگە=N=تەن سالامەتلىك=A=سالامەتلىك ئائىلىسىگە=N=ئائىلە بەخت=N=بەخت ئىجادىيىتىگە=N=ئىجادىيەت ئۇتۇق=A=ئۇتۇق تىلەيمەن=V=تىلە
情感分数 = -15.290001	ئېشەككە=N=ئېشەك كۈچۈڭ=N=كۈچ يەتمىسە=V=يەت ئۇر=V=ئۇر توقماقنى=N=توقماق قىلساق=V=قىل بۇلمايدۇ=V=بول قېرىنداشلار=N=قېرىنداش بۇ=P=بۇ بەك=D=بەك شەخسىيەتچىلىك=A=شەخسىيەتچىلىك قىلغانلىق=V=قىل مەدىنيەتنى=N=مەدىنيەت قۇغداشنى=V=قۇغداش ئاشۇ=P=ئاشۇ ئاجىز=A=ئاجىز بىچارە=A=بىچارە بىر=M=بىر توپقا=N=توپ تاپشۇرۇش=V=تاپشۇر ھە=T=ھە دىسە=V=دە ئۇلاردىن=P=ئۇلار ئاغرىنىش=A=ئاغرىنىش دەل=D=دەل بىزدىكى=P=بىز قالاقلىق=A=قالاقلىق
情感分数 = 15.280001	بەك=D=بەك ياخشى=A=ياخشى چىقىپتۇ=V=چىق بۇ=P=بۇ ھىكايىڭىز=N=ھىكايە ئازنىگۈل=N=ئازنىگۈل ھەقىقىي=A=ھەقىقىي بىر=M=بىر ئەركەكنىڭ=N=ئەركەك بىر=M=بىر بىرىگە=M=بىرى ۋاپادار=A=ۋاپادار بولغان=V=بول بىر=M=بىر جۈپ=Q=جۈپ ياشنىڭ=N=ياش ئوبرازىنى=N=ئوبراز ئۆزگىچە=A=ئۆزگىچە يارىتىپسىز=V=يارات ھارمىغايسىز=V=ھار
情感分数 = 15.280001	ناھايىتى=D=ناھايىتى توغرا=A=توغرا دەيسىز=V=دە ئىناقلىق=A=ئىناقلىق ئىتتىپاقلىق=A=ئىتتىپاقلىق خاتىرجەملىكنىڭ=A=خاتىرجەملىك بەخىتلىك=A=بەخىتلىك تۇرمۇشنىڭ=N=تۇرمۇش ئاساسى=N=ئاساسى كاپالىتى=N=كاپالەت ئىناقلىق=A=ئىناقلىق بولغاندىلا=V=بول ھەممە=P=ھەممە ئىشلار=N=ئىش يۇرۇشۇدۇ=V=يۇرۇش
情感分数 = 15.280001	كۆپىنچىلىرىمىز=N=كۆپىنچىلىرىمىز ياش=N=ياش ناخشىچى=N=ناخشىچى رەنا=N=رەنا روزىنىڭ=N=روزى ناخىشلىرىنى=V=ناخىشا ئىنتايىن=D=ئىنتايىن ياقتۇرۇپ=A=ياقتۇر ئاڭلايمىز=V=ئاڭلا مەلۇمكى=A=مەلۇمكى ئۇنىڭ=P=ئۇ بۇلبۇلدەك=A=بۇلبۇلدەك مۇڭلۇق=A=مۇڭلۇق يېقىملىق=A=يېقىملىق ناۋالىرى=N=ناۋا يۈرەكلەرنى=N=يۈرەك ياشنىتالايدۇ=V=ياشنىتالايدۇ ئۇنىڭ=P=ئۇنىڭ ئىجراسىدىكى=V=ئىجراسىدىكى مۇھەببەتلىك=A=مۇھەببەتلىك كۈيلەر=N=كۈي مۇھەببەتكە=N=مۇھەببەت تەشنا=A=تەشنا قەلىبلەرگە=N=قەلىب مەلھەم=N=مەلھەم بولالايدۇ=V=بول
情感分数 = -15.150001	مىللەت=N=مىللەت گەۋدىسىدە=N=گەۋدە مەھكۇملۇق=A=مەھكۇملۇق روھسىزلىق=A=روھسىزلىق چۈشكۈنلۈك=A=چۈشكۈن نادانلىق=A=نادان قاششاخلىق=A=قاششاق تەپرىقىچىلىك=A=تەپرىق قانائەتكويلۇق=A=قانائەت شۈكرىچىلىك=A=شۈكرى ھەسەتخورلۇق=A=ھەسەت خۇشامەتچىلىك=A=خۇشامەت زىناخورلۇق=A=زىناخور ئىللەتلىرى=N=ئىللەت ئېغىر=A=ئېغىر
情感分数 = 15.14	يەنە=D=يەنە تالاشمايلى=V=تالاش قىسقا=A=قىسقا پاساھەتلىك=A=پاساھەتلىك سۆزلەر=N=سۆزلەر بىلەن=R=بىلەن مەقسىتىمىزنى=N=مەقسەت تېخىمۇ=D=تېخىمۇ ۋايىغا=A=ۋايىغا يەتكۈزۈپ=V=يەتكۈز ئېسىل=A=ئېسىل دۇردانىلەرنى=A=دۇردانە يېزىپ=V=ياز چىقالايمىز=V=چىق ھەرپ=N=ھەرپ بەك=D=بەك مۇۋاپىق=A=مۇۋاپىق
情感分数 = 15.139999	مىنڭچە=P=مەن ئايال=N=ئايال كىشىنىڭ=N=كىشى ئەڭ=D=ئەڭ مۇھىم=A=مۇھىم ئۈيدە=N=ئۈي ئولتۇرۇپ=V=ئولتۇر پەرزەنتلىرنى=N=پەرزەنت ياخشى=A=ياخشى تەربىيلەش=V=تەربىيلە بىر=M=بىر ئاننىڭ=N=ئانا ياخشى=A=ياخشى پەرزەنىت=N=پەرزەنىت تى=X=تا ئۇچۇنمۇ=N=ئۈچۈن ئاخىرەتتە=N=ئاخىرەت كاتتا=A=كاتتا ئەجىر=N=ئەجىر بار=A=بار بەك=D=بەك توغرا=A=توغرا قپسىز=V=قپسىز
情感分数 = 15.139999	ھەقىقەتەن=D=ھەقىقەتەن توغرا=A=توغرا دەيسىز=V=دە ھازىر=D=ھازىر بىزدە=P=بىز ئىلمىي=A=ئىلمىي تەپەككۈر=N=تەپەككۈر بەك=D=بەك كەملەپ=A=كەملەپ كېتىۋاتىدۇ=V=كەت ئىلمىي=A=ئىلمىي تەپەككۈر=N=تەپەككۈر قىلىش=V=قىل تولىمۇ=D=تولىمۇ مۇھىم=A=مۇھىم ئىدى=V=ئىدى
情感分数 = -15.139999	نىمە=P=نىمە دەپ=V=دە تىللىشىمنى=N=تىللاش بىلەلمەيلا=V=بىل قېلىۋاتىمەن=V=قال شەرەپسىز=A=شەرەپسىز نۇمۇسسىز=A=نۇمۇس لەقۋا=A=لەقۋا تاز=A=تاز ماڭقا=A=ماڭقا پىت=A=پىت ئۈچەي=N=ئۈچەي ئېشەك=N=ئېشەك لاۋزا=A=لاۋزا
情感分数 = 15.120001	ياخشى=A=ياخشى ئىش=N=ئىش بوپتۇ=V=بول مائارىپىمىز=N=مائارىپ تېخىمۇ=D=تېخىمۇ راۋاجلانسا=A=راۋاج مىللىتىمىز=N=مىللەت تېخىمۇ=D=تېخىمۇ راۋاجلىنىدۇ=A=راۋاجلان بىلىمىمىز=N=بىلىم كۆپەيسە=V=كۆپەي باشقىلارغا=R=باشقا بوزەك=A=بوزەك بولماي=V=بول ياشايمىز=V=ياشا
情感分数 = 15.0	ئومۇمى=A=ئومۇمى جەھەتتىن=N=جەھەتتە  ئالغاندا=V=ئال مۇرىنئيۇ=N=مۇرىنئيۇ ئۈستۈن=A=ئۈستۈن تۇرشى=V=تۇرۇش مۇمكىن=V=مۇمكىن لىكىن=C=لىكىن يېڭى=A=يېڭى توپچىلارنى=N=توپچى تەرەققى=N=تەرەققى قىلدۇرۇشتا=V=قىلدۇرۇش لىچاكارىد=N=لىچاكارىد مۇرىنيۇدىن=N=مۇرىنيۇ خىلىلا=D=خىلى ئۈستۈن=A=ئۈستۈن تۇرىدۇ=V=تۇر ھازىرقى=D=ھازىر چاقنىغان=A=چاقنىغان مىسسى=N=مىسىسى خىلى=D=خىلى كۆتىرلىپ=V=كۆتىرلەپ قالغان=V=قال دوسسانتۇس=N=دوسسانتۇس بىلەن=R=بىلەن بويان=R=بويان بۇنىڭ=P=بۇنىڭ ئىنىق=A=ئىنىق پاكىتى=N=پاكىت
情感分数 = 15.0	مۇشۇنداق=P=مۇشۇنداق پايدىلىق=A=پايدىلىق گەپلەر=N=گەپ بولسا=V=بول بەك=D=بەك خوش=A=خوش ياقىدۇدە=A=ياقىدۇ ماڭا=P=ماڭا ساقلاپ=V=ساقلا قۇياي=V=قۇي يۈتۈپ=V=يۈت كەتمىسۇن=V=كەت
情感分数 = -14.860001	مېنىڭ=P=مەن ئاتا=N=ئاتا ئانامنىڭ=N=ئانا ئۈستىدىن=D=ئۈستى پىتنىلەر=A=پىتنە تارقاتقان=V=تارقات ئاغزىڭغا=N=ئاغزى قۇم=N=قۇم تۇپراقلار=N=تۇپراق تىقىلسۇن=V=تىق قىلغان=V=قىل ھەربىر=P=ھەربىر يالغان=A=يالغان سۆزۈڭ=N=سۆز ئۈچۈن=C=ئۈچۈن يىلان=N=يىلان چايانلار=N=چايان نەشتەر=N=نەشتەر ئۇرسۇن=V=ئۇر تاپقان=V=تاپ ھارام=A=ھارام مال=N=مال دۇنيارىڭ=N=دۇنيا ئاخىرەتتە=N=ئاخىرەت پوققا=N=پوق ئەسقاتمايدۇ=V=ئەسقات سېنى=P=سەن كۆيدۈرىدىغان=V=كۆي دوزاخ=A=دوزاخ ئوتىغا=N=ئوت تۇتۇرۇق=N=تۇتۇرۇق بولىدۇ=V=بول خالاس=T=خالاس
情感分数 = -14.860001	توررېس=N=توررېس بىلەن=R=بىلەن ۋىللا=N=ۋىللا رائۇلدىن=N=رائۇل ياخشى=A=ياخشى ئوينىغاچقا=V=ئوينا ئالمايدۇ=V=ئال بىراق=C=بىراق مۇشۇنىڭ=P=مۇشۇ بىلەن=R=بىلەن رائۇلنى=N=رائۇل ناچار=A=ناچار ئوينايدۇ=V=ئوينا دېسەڭلار=V=دە قارىغۇلارچە=A=قارىغۇلارچە باھا=N=باھا بەرگەن=V=بەر بولىسىلەر=V=بول رائۇل=N=رائۇل ناچار=A=ناچار ئوينىسا=V=ئوينا ئۇنىڭدىن=P=ئۇنىڭ ئەڭ=D=ئەڭ ئاۋۋال=D=ئاۋۋال مادرىد=N=مادرىد مەستانىلىرى=N=مەستانە زېرىكىدۇ=V=زېرىكىش
情感分数 = 14.42	ئازادجان=N=ئازادجان ئىجادىيەتتە=N=ئىجادىيەت ئىلگىرلەش=N=ئىلگىرلەش چوڭ=A=چوڭ بولىۋېتىپتۇ=V=بول بۇ=P=بۇ شېئىر=V=شېئىرلىرىڭىزنىڭ مەزمۇنى=N=مەزمۇن چىن=A=چىن تىلى=N=تىل يەڭگىل=A=يەڭگىل چىقىپتۇ=V=چىق ئىجادىيىتىڭىزگە=N=ئىجادىيەت تېخىمۇ=D=تېخىمۇ ئۇتۇق=A=ئۇتۇق تىلەيمەن=V=تىلە
情感分数 = 14.28	تەپەككۈرى=N=تەپەككۈر كۈچلۈك=A=كۈچلۈك چوڭقۇر=A=چوڭقۇر تەربىيىۋى=A=تەربىيىۋى ئەھمىيەتلىك=A=ئەھمىيەتلىك شېئىرىڭىزنى=N=شېئىر سۆيۈپ=V=سۆي ئوقۇدۇم=V=ئوقۇ رەھمەت=N=رەھمەت سىزگە=P=سىز !=V=!
