情感分数 = -20.720001	نۇرغۇن=A=نۇرغۇن كىشىلەر=N=كىشى يۇقىرى=A=يۇقىرى قان=N=قان بېسىمنىڭ=N=بېسىم ئالدىنى=V=ئالدى ئېلىۋاتقان=V=ئال كۈنلەردە=N=كۈن تۆۋەن=A=تۆۋەن قان=N=قان بېسىمنىڭ=N=بېسىم دەردىنى=A=دەرد تارتماقتىمەن=N=تارت قان=N=قان ئازلىق=A=ئازلىق ۋە=C=ۋە تۆۋەن=A=تۆۋەن قان=N=قان بېسىمنىڭ=N=بېسىم دەستىدىن=A=دەستىدىن بېشىم=N=باش ئاغرىپ=V=ئاغرى تۇرىدۇ=V=تۇر
情感分数 = -14.0	ئىناۋەت=N=ئىناۋەت كارتا=N=كارتا قۇلى=A=قۇل ئۆي=N=ئۆي قۇلى=A=قۇل ماشىنا=N=ماشىنا قۇلى=A=قۇل مۇھەببەت=N=مۇھەببەت قۇلى=A=قۇل ئىش=N=ئىش قۇلى=A=قۇل يىلدىن=N=يىل كېيىنكىلەر=D=كېيىن رەسمىي=A=رەسمىي قۇللۇق=A=قۇللۇق دەۋرگە=N=دەۋر قەدەم=N=قەدەم قويدى=V=قوي سىز=P=سىز نېمە=N=نېمە قۇلى=A=قۇل ؟=N=؟
情感分数 = -14.0	بارسىلونادىكى=N=بارسىلونا مەن=P=مەن ئەڭ=D=ئەڭ ئۆچ=A=ئۆچ كۈرىدىغان=V=كۈر ئەڭ=D=ئەڭ ناچار=A=ناچار ئالدامچى=A=ئالدامچى ساختىپەز=A=ساختىپەز بىرنىمە=N=بىرنىمە دەل=D=دەل مۇشۇ=P=مۇشۇ بوسكىس=N=بوسكىس
情感分数 = -14.0	تىلگىرافنىڭ=N=تىلگىراف يېڭى=A=يېڭى ئېلانىكەن=N=ئېلان بىراق=C=بىراق بەك=D=بەك تېتىقسىز=A=تېتىقسىز ھېس=N=ھېس قىلدىم=V=قىل يولۋاس=N=يولۋاس بولىمەن=V=بول دەپ=V=دە ئىت=N=ئىت بولۇپ=V=بول قاپتۇ=V=قال دېگەندەكلا=V=دە ئىشتە=N=ئىش
情感分数 = -13.860001	ئەڭ=D=ئەڭ يامان=A=يامان بولغىنى=V=بول يانچۇقتىكى=N=يانچۇق پۇللارمۇ=N=پۇل تۈركىيەگە=N=تۈركىيە غازاڭدەك=A=غازاڭدەك ئېقىپ=V=ئاق كېتىپ=V=كەت بارىدۇ=V=بار بۆرىدىن=N=بۆرە قېچىپ=V=قاچ تۈلكىگە=N=تۈلكە تۇتۇلغاندەك=V=تۇتۇلغان ئىشلار=N=ئىش بولىۋاتىدۇدە=V=بول بۇ=P=بۇ پۇللار=N=پۇل قاچانمۇ=P=قاچان ئۆزىمىزگە=P=ئۆز قالار=V=قال
情感分数 = -13.720001	ئۈرۈمچىنىڭ=N=ئۈرۈمچى ياز=N=ياز پەسلى=N=پەسل شۇنچىلىك=P=شۇنچىلىك گۈزەل=A=گۈزەل بىراق=C=بىراق ھاياسىز=A=ھاياسىز خوتۇن=N=خوتۇن قىزلارنىڭ=N=قىز دەستىدىن=A=دەستىدىن كوچىغا=N=كوچا چىققۇسىزلا=A=چىققۇسىز بولۇپ=V=بول كېتىدۇ=V=كەت
情感分数 = -13.72	ئۇلار=N=ئۇلار بىزگە=P=بىز ئىتتىپاقسىزلىق=A=ئىتتىپاقسىزلىق ۋاباسىنى=A=ۋابا چېچىپ=V=چاچ ئۆز=P=ئۆز قولىمىز=N=قول بىلەن=R=بىلەن قېنىمىزنى=N=قان تۆككۈچى=N=تۆك خۇنخورلاردۇر=A=خۇنخور ئۇلار=N=ئۇ بىزنى=P=بىز غەپلەت=A=غەپلەت ئۇيقۇسىدا=N=ئۇيقۇ بىھۇش=A=بىھۇش قىلىپ=V=قىل ھالاك=A=ھالاك قىلغۇچى=V=قىل قارا=A=قارا نىيەتلىك=A=نىيەتلىك ياۋۇزلاردۇر=A=ياۋۇز
情感分数 = -13.72	بىرازىليەمۇ=N=بىرازىليە تۈگىشەپتۇ=V=تۈگەش قىززىق=A=قىززىق نوقتا=N=نوقتا بولمىغىدەك=N=بول ھالغا=N=ھال چۈپتۇ=V=چۈپ بەك=D=بەك قالايمىقان=A=قالايمىقان ھۇجۇملىرى=N=ھۇجۇم رەتسىز=A=رەتسىز ماسلىشىش=N=ماسلىشىش ئەسلا=D=ئەسلا يوق=A=يوق مۇشتاق=A=مۇشتاق ئويناپ=V=ئوينا قالسا=V=قال ئولىمپىكتىنمۇ=N=ئولىمپىك تىزلا=N=تىزلا خوشلىشدىغان=V=خوشلىشىدىغان ئوخشايدۇ=V=ئوخشا پىرۇ=N=پىرۇ دۆلىتى=N=دۆلەت تەلەيلىككەن=A=تەلەيلىك
情感分数 = -13.43	مىللەت=N=مىللەت گەۋدىسىدە=N=گەۋدە مەھكۇملۇق=A=مەھكۇملۇق روھسىزلىق=A=روھسىزلىق چۈشكۈنلۈك=A=چۈشكۈنلۈك نادانلىق=A=نادانلىق قاششاخلىق=A=قاششاخلىق تەپرىقىچىلىك=A=تەپرىقىچىلىك قانائەتكويلۇق=A=قانائەتكويلۇق شۈكرىچىلىك=A=شۈكرىچىلىك ھەسەتخورلۇق=A=ھەسەتخورلۇق خۇشامەتچىلىك=A=خۇشامەتچىلىك زىناخورلۇق=A=زىناخورلۇق ئىللەتلىرى=A=ئىللەت ئېغىر=A=ئېغىر
情感分数 = -13.150002	يېقىننىڭياغى=D=يېقىن بىزنىڭ=P=بىز ئەشۇ=P=ئەشۇ شاپاق=A=شاپاق چولپانلىرىمىز=A=چولپان توغرىسىدىكى=R=توغرىسىدىكى يېڭى=A=يېڭى يېڭى=A=يېڭى گەپلەرنى=N=گەپ ئاڭلاپ=V=ئاڭلا ئىكراندىكى=N=ئىكران ئۇلارنىڭ=P=ئۇلار ساختا=A=ساختا چىرايىغا=N=چىراي قاراش=V=قارا تۈگۈل=T=تۈگۈل ئىسمىنى=N=ئىسم ئاڭلىساملا=V=ئاڭلىسا يىرگىنىدىغان=V=يىرگىنىش بوپ=V=بوپ قالدىم=V=قال ئۇلارنىڭ=P=ئۇلار ئائىلىسىدىكىلەرگىمۇ=N=ئائىلە ئىچىمدەمىڭ=N=ئىچى لەنەت=A=لەنەت ئوقۇدۇم=V=ئوقۇ سېسىق=A=سېسىق شالتىقى=A=شالتاق بىلەن=R=بىلەن ئۇيغۇر=N=ئۇيغۇر سەنئىتىنى=N=سەنئەت بۇلغاۋاتقان=V=بۇلغاش بىر=M=بىر توپ=N=توپ شاپاقلارغا=A=شاپاق ھۆ=N=ھۆ
情感分数 = -13.139999	بەك=D=بەك چارچاپ=N=چارچاپ كەتتىممۇ=V=كەت بىلمىدىم=V=بىل ھەممە=P=ھەممە ئادەمگە=N=ئادەم ۋارقىراپ=V=ۋارقىرا كۆڭلىگە=N=كۆڭۈل ئازار=A=ئازار بېرىپتىمەن=V=بەر ئەمدى=D=ئەمدى كۆڭلۈم=N=كۆڭۈل بەك=D=بەك يېرىم=A=يېرىم
情感分数 = -13.005001	ھاردۇق=N=ھاردۇق چىقاي=V=چىق دېمەيدۇ=V=دە كەيپىياتىم=N=كەيپىيات ئاندىن=C=ئاندىن ناچار=A=ناچار بۇرۇنقى=D=بۇرۇن زاماندىكىدەك=N=زامان ھېچكىم=P=ھېچكىم بامايدىغان=V=بار خالىي=A=خالىي يەر=N=يەر بولسا=V=بول كەتسەم=V=كەت دەيمەن=V=دە بەك=D=بەك سەت=A=سەت زېرىكتىم=V=زېرىك دېسە=V=دە
情感分数 = -13.0	مۇشۇ=P=مۇشۇ خەق=N=خەق ياسىغان=V=ياسا يۇمشاق=A=يۇمشاق دېتاللارغا=N=دېتال يامان=A=يامان ئۆچ=A=ئۆچ بولدۇم=V=بول بىرنى=M=بىر قاچىلىسا=V=قاچىلىسا لۈكچەك=A=لۈكچەك دېتال=N=دېتال بىللە=D=بىللە گۆشىرىپ=A=گۆشىرىپ بىزنىمۇ=P=بىز قاچىلا=V=قاچىلا دەۋاتقان=V=دە تېخى=D=تېخى زورلاپ=A=زورلاپ قاچىلىۋىتىشلىرىمۇ=V=قاچىلا بار=V=بار
情感分数 = -12.860001	مانجىستىىر=N=مانجىستىر پۇل=N=پۇل تېپىشقا=V=تاپ بەك=D=بەك ئۇستىكەن=A=ئۇستا بىراق=C=بىراق ماھىر=A=ماھىر سېتىۋالغاندا=V=سات پۇل=N=پۇل يوق=A=يوق دەپ=V=دە قارلىپ=V=قارا نامرات=A=نامرات كۇلۇپقا=N=كۇلۇپ ئايلىنىپ=V=ئايلان قالدىكەن=V=قال بۇ=P=بۇ زادى=D=زادى قانداق=P=قانداق ئىشتۇ=N=ئىش
情感分数 = -12.860001	يائاللا=E=يائاللا بىر=M=بىر ئۇتۇپ=V=ئۇت قۇيۇپتىپىكە=V=قۇي ئەمدى=D=ئەمدى كارامەت=A=كارامەت سېسىق=A=سېسىق قوڭ=N=قوڭ ئاخپارات=N=ئاخپارات ۋاستىلىرىكەن=N=ۋاستە بۇ=P=بۇ لاۋزىلىشىپ=A=لاۋزا بوپتۇ=V=بوپ ئۇنداق=P=ئۇنداق گەپلەرگە=N=گەپ پەرۋايىم=N=پەرۋا پەلەك=N=پەلەك ئۇسۇرۇقۇم=N=ئۇسۇرۇق داپو=N=داپو زەمبىرەك=N=زەمبىرەك
情感分数 = -12.720001	ماشىنا=N=ماشىنا سەت=A=سەت مىجىلىپ=V=مىجىلىپ كىتىپتىكەن=V=كەت بولمىسا=V=بولمىسا لىكىن=C=لىكىن كىرىستىيان=N=كىرىستىيان ئۇ=P=ئۇ ماشىنىنىڭ=N=ماشىنا چۇۋۇلغىنىغا=V=چۇۋۇلغان قارىغاندا=V=قارا ئغىريارلامىغان=A=ئېغىر ئوخشايدۇ=V=ئوخشا
情感分数 = -12.57	ما=N=ما زۇكام=N=زۇكام ھەجەپ=D=ھەجەپ قىينىدى=V=قىينا دىسە=V=دە ئاتالمىش=N=ئاتالمىش قىش=N=قىش بولمايدىغان=V=بول خاڭجۇنىڭ=N=خاڭجۇ سوغىقى=N=سوغاق پەسىل=N=پەسىل ئىنىق=A=ئىنىق ئايرىلىپ=V=ئايرىل تۇرىدىغان=V=تۇر يۇرتۇم=N=يۇرت پوسكامنىڭكىدىن=N=پوسكام يامان=A=يامان پار=N=پار يوق=V=يوق يا=N=يا ھاۋا=N=ھاۋا تەڭشىگۈچ=N=تەڭشىگۈچ بولمىدى=V=بول بۇ=P=بۇ بۈگۈندىن=N=بۈگۈن باشلاپ=V=باشلا يەنە=D=يەنە ئىككى=M=ئىككى يوتقان=N=يوتقان يىپىنىپ=V=ياپ ياتمىسام=V=يات خەپ=E=خەپ !=V=!
情感分数 = -12.5	بۇنىڭدىن=P=بۇنىڭ بۇرۇن=D=بۇرۇن قانداق=P=قانداق بولغان=V=بول بولسا=V=بول ھېچ=P=ھېچ ۋەقەسى=N=ۋەقە يوق=A=يوق مەغلۇپ=A=مەغلۇپ بولساقمۇ=V=بول ھېچ=P=ھېچ ۋەقەسى=N=ۋەقە يوق=A=يوق مەن=P=مەن بۈگۈننى=V=بۈگۈن ئەڭ=D=ئەڭ يۇقىرى=A=يۇقىرى ھاياجان=A=ھاياجان بىلەن=R=بىلەن بىلەن=R=بىلەن باشلايمەن=V=باشلا چۈنكى=C=چۈنكى ئۆتمۈش=N=ئۆتمۈش كەلگۈسىگە=N=كەلگۈسى ۋەكىللىك=A=ۋەكىللىك قىلمايدۇ=V=قىل
情感分数 = -12.290001	كىشىلەر=N=كىشى دېڭىزنى=N=دېڭىز تۇزلۇق=A=تۇزلۇق دەپ=V=دە غۇدۇڭشىيدۇيۇ=V=غۇدۇڭشى شۇ=P=شۇ تۇزلۇق=A=تۇزلۇق دېڭىز=N=دېڭىز باغرىدا=N=باغرى چوڭ=A=چوڭ قىلىپ=V=قىل بەرگەن=V=بەر بېلىقنى=N=بېلىق ئىشتىھا=A=ئىشتىھا بىلەن=R=بىلەن يەيدۇ=V=يە ما=N=ما گۈدۈكنىمۇ=N=گۈدۈك تۇزلۇقكەن=A=تۇزلۇق تۇزسىزكەن=A=تۇزسىز دەپ=V=دە قاقشاپ=V=قاقشاش تۇرۇپ=V=تۇر يەنە=D=يەنە گۈدۈكتىن=N=گۈدۈك چىقماي=V=چىق تۇزىنى=N=تۇز يەيدىغانلار=V=يە جىقكىنا=A=جىق يا=N=يا تۇزلۇقنى=A=تۇزلۇق چېقىپ=V=چاق تۇزكور=A=تۇزكور بولىلى=V=بول يا=N=يا قاقشاۋەرمەي=V=قاقشاش تۇزىمىزنى=N=تۇز يەيلى=V=يە
情感分数 = -12.290001	تولۇق=A=تولۇق ئوتتۇرا=A=ئوتتۇرا ئوقۇغۇچىلېرىنىڭ=N=ئوقۇغۇچى ئوقۇشتىن=N=ئوقۇش چىكىنىش=V=چىكىنىش ئەھۋالى=N=ئەھۋال ئېغىرلىشىپ=A=ئېغىر كىتىۋاتىدۇ=V=كەت دىسە=V=دىسە ھەقسىز=A=ھەقسىز بوپكەتتى=V=بول بومسا=N=بومسا نىمىش=N=نىمىش بولدى=V=بول ئۇلارغا=P=ئۇلار ئاتا=N=ئاتا ئانىلارمۇ=N=ئانا ئۇلارنىڭ=P=ئۇلار كۈچىگە=N=كۈچى چۈشەندىمۇ=V=چۈشەن قانداق=P=قانداق ھەي=Y=ھەي چاتاق=A=چاتاق يېرى=N=يار ۋاقىت=N=ۋاقىت ئۆتۈپ=V=ئۆتۈپ كەتسە=V=كەت ئورنىنى=N=ئورۇن تولدۇرۇۋالغىلى=V=تولدۇر بولمايدۇدە=V=بول
情感分数 = -12.290001	تارىخنى=N=تارىخ بىلمەسلىك=V=بىل ۋە=C=ۋە تارىختىكى=N=تارىخ كىشلەرنى=N=كىشى خائىن=A=خائىن ساتقىن=A=ساتقىن دەپ=V=دە قاراشنىڭ=N=قاراش ئۆزى=P=ئۆز ۋىجدانسىزلارنىڭ=A=ۋىجدانسىز شەرەپسىزلەرنىڭ=A=شەرەپسىز غورورى=A=غورور يوق=V=يوق خائىنلارنىڭ=A=خائىن ئىشىدۇر=N=ئىش
情感分数 = -12.01	توۋا=E=توۋا دېمىسەك=V=دە بىكار=A=بىكار مۇسۇلمانلاردىمۇ=N=مۇسۇلمان مۇشۇنداق=P=مۇشۇنداق ئىشلار=N=ئىش بولىدىكەن=V=بول بىزنىڭ=P=بىز ئۇيغۇرلىرىمىزدىمۇ=N=ئۇيغۇر ئانچە=D=ئانچە مۇنچە=P=مۇنچە كۆرىلۋاتىدۇ=V=كۆر بىز=P=بىز بۇلارنى=P=بۇ قاتتىق=A=قاتتىق چەكلىشىمىز=V=چەكلەش كېرەك=C=كېرەك بولمىسا=V=بول بىز=P=بىز مەزھەپچىلىك=A=مەزھەپچىلىك بورىنىدا=N=بوران تېخىمۇ=D=تېخىمۇ پارچىلىپ=N=پارچىلا كېتىمىز=V=كەت
情感分数 = -12.0	ھەي=E=ھەي نېمىدېگەن=D=نېمىدېگەن سەت=A=سەت مەخلۇق=N=مەخلۇق بۇ=P=بۇ
情感分数 = -12.0	بەك=D=بەك سەت=A=سەت لاۋزا=A=لاۋزا تېتىقسىز=A=تېتىقسىز كىشىلىرىمىز=N=كىشى بار=A=بار جۇمۇ=T=جۇمۇ
情感分数 = -12.0	توك=N=توك بولمىسا=V=بول نېمىدېگەن=D=نېمىدېگەن جاپا=A=جاپا كۈن=N=كۈن توك=N=توك يوق=V=يوق بەك=D=بەك مۈشكۈل=A=مۈشكۈل ئۆتكۈزدۈم=V=ئۆت دېسە=V=دە !=N=!
情感分数 = -12.0	ئۆزبەكلەر=N=ئۆزبەك بەك=D=بەك قىلىن=A=قىلىن قاتتىق=A=قاتتىق خەق=N=خەق بۇ=P=بۇ پەقەت=D=پەقەت خوشام=A=خوشام يوق=V=يوق
情感分数 = -11.860001	يولداش=N=يولداش دوڭغاق=A=دوڭغاق سۆگەت=N=سۆگەت ئۇزۇن=A=ئۇزۇن بولدى=V=بول يوق=V=يوق بولۇپ=V=بول كەتلە=V=كەت موللچاقنىڭ=N=موللچاق كاللا=N=كاللا توپى=N=توپ ئېغىر=A=ئېغىر كىلىپ=V=كەل نەچچە=P=نەچچە ئاي=N=ئاي ئورۇن=N=ئورۇن تۇتۇپ=V=تۇت قالدىلىمۇ=V=قال بەكلا=D=بەك يوق=A=يوق بولاپ=V=بول كەتلىيا=V=كەت
情感分数 = -11.860001	قەدىمدە=N=قەدىم ئات=N=ئات ئۈستىگە=D=ئۈستى توغۇلۇپ=V=توغۇل ئات=N=ئات ئۈستىدە=V=ئۈستى ئۆلىدۇ=V=ئۆل دەپ=V=دە تەرىپلەنگەن=V=تەرىپلە باتۇر=A=باتۇر خەلقنىڭ=N=خەلق ئەجدادى=N=ئەجداد بولغان=V=بول بىزلەر=P=بىز ھالا=T=ھالا بۈگۈنكى=N=بۈگۈن كۈندە=N=كۈندە ھاراق=N=ھاراق بوتۇلكىسى=N=بوتۇلكا ئۈستىگە=A=ئۈستى توغۇلۇپ=V=توغۇل ھاراق=N=ھاراق بوتۇلكىسى=N=بوتۇلكا ئۈستىدە=D=ئۈستى ئۆلۈپ=V=ئۆل كەتسەك=V=كەت بۇنىڭدىنمۇ=P=بۇنىڭ خار=A=خار ۋە=C=ۋە ئېچىنىشلىق=A=ئېچىنىشلىق ئەھۋال=N=ئەھۋال بولمىسا=V=بول كېرەك=V=كېرەك
情感分数 = -11.720001	يارىنى=N=يارا تاتىلىسا=V=تاتىلا ساقايماقتا=V=ساقاي يوق=V=يوق يارا=N=يارا يوغىناپ=V=يوغىنا ئەتراپقا=N=ئەتراپ كېڭىيىدۇ=V=كېڭىيىدۇ شۇنىڭدەك=C=شۇنىڭدەك جەمئىيىتىمىزدىكى=N=جەمىيەت بەزى=P=بەزى چىركىن=A=چىركىن ھادىسىلەرنى=N=ھادىسە كوچىلاۋەرسەك=V=كوچىلا بۇ=P=بۇ ھادىسسىلەر=N=ھادىسە ئازايماستىن=A=ئاز ئەكىسچە=A=ئەكىسىچە نەتىجە=N=نەتىجە بېرىدۇ=V=بەر
情感分数 = -11.575001	ساختا=A=ساختا مەھسۇلات=N=مەھسۇلات ئىشلەپ=V=ئىشلە چىقارغان=V=چىق كىشىلەرنى=N=كىشى قاتتىق=A=قاتتىق جازالىسىكەن=N=جازا جۇڭگۇدا=N=جۇڭگۇ قاچانمۇ=P=قاچان تۈگە=V=تۈگە بۇنداق=P=بۇنداق ساختىلىق=A=ساختىلىق
情感分数 = -11.575001	بىنزىمانى=N=بىنزىما ساتمىسا=V=سات بولاتتى=V=بول ھەي=E=ھەي مادرىد=N=مادرىد يەنە=D=يەنە پوق=N=پوق يېگۈدەكتە=V=يە ئەسلى=A=ئەسلى بېل=N=بېل دېگەن=V=دە لاۋزىنى=A=لاۋزا يولغا=N=يول سېلىشى=V=سال كېرەكتى=V=كېرەك بىنزىما=N=بىنزىما كەتسە=V=كەت ھەي=E=ھەي ھەي=Y=ھەي بەكمۇ=D=بەك ئامراقتىم=A=ئامراق بۇنىڭغا=P=بۇنىڭ
